Subject,Catalog Number,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W Total,CR,I,NC,P,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,instructor_id,instructor_name_normalized,title
RHET,1302,0H3,6,6,,,4,,,,,1,1,,,0,,,,,"Riley, Kristin N",,,,,,knr091000,kristin riley,Rhetoric 
BMEN,3130,104,,11,4,3,,,,,,,,,,0,,,,,"Shihabeddin, Tarik","Dhamu, Vikram Narayanan",,,,,tzs170130,,Engineering Physiology Laboratory 
ACCT,6353,PP1,,7,6,4,1,,,,,,,,,0,,,,,"Solcher, Steven J","Keogh, Reagan D",,,,,sjs107020,steven solcher,Fundamentals of Taxation II 
CE,4388,001,,9,5,,4,,,,,,,,,0,,,,,"Tacca, Marco",,,,,,mtacca,marco tacca,Senior Design Project I 
MECH,3120,105,9,6,3,,,,,,,,,,,0,,,,,"Hassanipour, Fatemeh","Jiang, Lin",,,,,fxh091000,fatemeh hassanipour,Heat Transfer Laboratory 
ATCM,2335,504,,12,,2,,,1,,1,,1,,1,0,,,,,"Stewart, Michael C",,,,,,mxs128231,michael stewart,Internet Studio I 
HCS,7371,001,,16,2,,,,,,,,,,,0,,,,,"Moller, Aage R",,,,,,amoller,aage moller,Neuroplasticity and Disorders of the Nervous System 
SPAN,2312,001,7,2,8,1,,,,,,,,,,0,,,,,"Camacho-Guardado, Lorena",,,,,,lxc163230,amalia lorena camacho guardardo,Intermediate Spanish II 
BIOL,3320,002,6,5,1,1,3,2,,,,,,,,0,,,,,"Hajeri, Vinita","Gallardo, Johnny","Dozier, Preston D",,,,vxh151030,vinita hajeri,Applied Genetics 
FIN,6322,501,,10,3,3,1,1,,,,,,,,0,,,,,"DeCourcy, George A",,,,,,gad075000,george decourcy,Real Estate Finance and Investment 
ECS,3390,5H4,3,5,2,2,2,,1,1,,,1,,1,0,,,,,"Scally, Deborah A",,,,,,das,deborah scally,Professional and Technical Communication 
RHET,1302,007,,7,2,3,3,1,1,,,1,,,,0,,,,,"Ma, Ying",,,,,,yxm171930,ying ma,Rhetoric 
PHYS,4373,101,,14,3,1,,,,,,,,,,0,,,,,"Sun, Kuei","Maisberger, Matthew C",,,,,kxs147030,kuei sun,Physical Measurements Laboratory 
ECS,3390,014,,11,1,2,1,1,1,,,,,,1,0,,,,,"Glauser, Janece B",,,,,,jbg130030,janece glauser,Professional and Technical Communication 
PHYS,2125,137,3,11,2,1,,,,,,,,,1,0,,,,,"Sun, Kuei","Hathurusinghe Dewage, Prabuddha Madusanka",,,,,kxs147030,kuei sun,Physics Laboratory I 
PHYS,2126,604,10,6,,2,,,,,,,,,,0,,,,,"Macalevey, Paul J","Frazier, Gary A","Cailide, Christopher G",,,,paulmac,paul macalevey,Physics Laboratory II 
PHYS,2125,610,4,11,2,,1,,,,,,,,,0,,,,,"Sun, Kuei",,,,,,kxs147030,kuei sun,Physics Laboratory I 
ARTS,3379,001,,11,6,,,,,,,,,,1,0,,,,,"Loving, Emily",,,,,,exl097120,emily loving,Photography  New Media 
RHET,1302,506,1,4,5,1,2,,,1,,,,1,3,0,,,,,"Berry, Tracey R",,,,,,txb112130,tracey berry,Rhetoric 
CRWT,2301,001,,10,2,2,1,1,1,,,1,,,,0,,,,,"Lyons, Elizabeth",,,,,,exl180020,,Introductory Creative Writing 
ARTS,1316,006,1,9,,1,2,,2,1,,,,,2,0,,,,,"Ishii, Sara T",,,,,,isnii,,Drawing Foundations 
MUSI,4185,001,,18,,,,,,,,,,,,0,,,,,"Palant, Jonathan",,,,,,jxp170230,jonathan palant,Chamber Singers II 
RHET,1302,0H5,7,2,4,,2,,1,2,,,,,,0,,,,,"Riley, Kristin N",,,,,,knr091000,kristin riley,Rhetoric 
MKT,6301,GH1,,18,,,,,,,,,,,,0,,,,,"Albrecht, Maria",,,,,,mxa180037,maria albrecht,
ARTS,1316,501,,6,,1,11,,,,,,,,,0,,,,,"Lacy, Mary E",,,,,,mel024000,mary lacy,Drawing Foundations 
IPEC,4304,001,5,8,2,2,,,,1,,,,,,0,,,,,"Palao Mendizabal, Agustin","Islam, Iftekhairul",,,,,axp121731,agustin mendizabal,Political Economy of Latin America 
EESC,6361,501,,3,4,3,2,1,1,4,,,,,,0,,,,,"Panahi, Issa","Shankar, Nikhil",,,,,imp015000,issa panahi,Digital Signal Processing II 
PSY,3393,503,4,3,3,2,1,,2,,,,,,3,0,,,,,"Shirvani, Forouz","Han, Liang",,,,,fxk024000,forouz shirvani,Experimental Projects in Psychology 
RHET,1302,0H7,7,8,2,,,,,,,,,,1,0,,,,,"Riley, Kristin N",,,,,,knr091000,kristin riley,Rhetoric 
RHET,1302,002,5,5,5,,,,2,,1,,,,,0,,,,,"Saeidfar, Ghazal",,,,,,gxs153630,ghazal saeidfar,Rhetoric 
ACCT,6377,501,,7,7,1,1,1,1,,,,,,,0,,,,,"McCuistion, Dennis",,,,,,dxm094000,dennis mccuistion,Corporate Governance 
PHYS,5336,001,,16,,,2,,,,,,,,,0,,,,,"Lary, David J",,,,,,djl101000,david lary,Big Data and Machine Learning for Scientific Discovery 
BMEN,3130,105,,7,4,4,2,,1,,,,,,,0,,,,,"Myers, Kathleen","Bian, Fang","Atmaramani, Rahul",,,,kxm156530,kathleen myers,Engineering Physiology Laboratory 
FIN,6315,0W1,,6,3,4,3,1,,1,,,,,,0,,,,,"Pedigo, Madison F",,,,,,mfp013000,madison pedigo,Entrepreneurial Finance 
HONS,3199,HN4,2,11,5,,,,,,,,,,,0,,,,,"Wilson, Michael",,,,,,mwilson,michael wilson,Collegium V Honors Readings 
MECH,7392,001,,5,5,2,3,1,1,,,,,,1,0,,,,,"Thamban, P.L.Stephan","Garimella, Martand Mayukh",,,,,stephan,p l stephan thamban,Advanced Mathematics for Mechanical Engineers I 
MATH,2417,301,,,,,,,,,,,,,,0,,,,,"Ahsan, Mohammad K",,,,,,mka120030,mohammad ahsan,Calculus I 
MATH,2413,317,,,,,,,,,,,,,,0,,,,,"Alvarado, Iris",,,,,,ila180000,iris alvarado,Differential Calculus 
MATH,2413,315,,,,,,,,,,,,,,0,,,,,"Choi, Sl-ghi",,,,,,sxc173731,sl ghi choi,Differential Calculus 
MATH,2413,308,,,,,,,,,,,,,,0,,,,,"Cao, Yan",,,,,,yxc069200,yan cao,Differential Calculus 
MATH,2413,310,,,,,,,,,,,,,,0,,,,,"Martynova, Irina",,,,,,ixm140930,irina martynova,Differential Calculus 
MATH,2414,320,,,,,,,,,,,,,,0,,,,,"Nguyen, Mylinh T",,,,,,mln018200,mylinh nguyen,Integral Calculus 
MATH,2414,801,,,,,,,,,,,,,,0,,,,,"Lewis, David L","Helal, Md Abu",,,,,dlewis,,Integral Calculus 
MATH,2414,319,,,,,,,,,,,,,,0,,,,,"Nguyen, Mylinh T",,,,,,mln018200,mylinh nguyen,Integral Calculus 
MATH,2413,309,,,,,,,,,,,,,,0,,,,,"Martynova, Irina",,,,,,ixm140930,irina martynova,Differential Calculus 
MATH,2413,302,,,,,,,,,,,,,,0,,,,,"Martynova, Irina",,,,,,ixm140930,irina martynova,Differential Calculus 
MATH,2413,311,,,,,,,,,,,,,,0,,,,,"Martynova, Irina",,,,,,ixm140930,irina martynova,Differential Calculus 
MATH,2414,313,,,,,,,,,,,,,,0,,,,,"Garrett, Bentley T",,,,,,btg032000,bentley garrett,Integral Calculus 
MATH,2414,339,,,,,,,,,,,,,,0,,,,,"Westbury, Bruce W",,,,,,bww180001,bruce westbury,Integral Calculus 
MATH,2413,307,,,,,,,,,,,,,,0,,,,,"Cao, Yan",,,,,,yxc069200,yan cao,Differential Calculus 
MATH,2417,305,,,,,,,,,,,,,,0,,,,,"Makarenkov, Oleg",,,,,,oxm130230,oleg makarenkov,Calculus I 
MATH,2413,313,,,,,,,,,,,,,,0,,,,,"Choi, Sl-ghi",,,,,,sxc173731,sl ghi choi,Differential Calculus 
MATH,2413,314,,,,,,,,,,,,,,0,,,,,"Choi, Sl-ghi",,,,,,sxc173731,sl ghi choi,Differential Calculus 
MATH,2414,802,,,,,,,,,,,,,,0,,,,,"Garrett, Bentley T",,,,,,btg032000,bentley garrett,Integral Calculus 
MATH,2414,333,,,,,,,,,,,,,,0,,,,,"Rice, David",,,,,,dxr143630,david rice,Integral Calculus 
MATH,2414,322,,,,,,,,,,,,,,0,,,,,"Alvarado, Iris",,,,,,ila180000,iris alvarado,Integral Calculus 
MATH,2413,304,,,,,,,,,,,,,,0,,,,,"Ding, Hui",,,,,,hxd162130,hui ding,Differential Calculus 
MATH,2417,303,,,,,,,,,,,,,,0,,,,,"Ahsan, Mohammad K",,,,,,mka120030,mohammad ahsan,Calculus I 
MATH,2414,336,,,,,,,,,,,,,,0,,,,,"Rice, David",,,,,,dxr143630,david rice,Integral Calculus 
MATH,2414,310,,,,,,,,,,,,,,0,,,,,"Garrett, Bentley T","Cao, Cong",,,,,btg032000,bentley garrett,Integral Calculus 
MATH,2413,312,,,,,,,,,,,,,,0,,,,,"Martynova, Irina",,,,,,ixm140930,irina martynova,Differential Calculus 
MATH,2413,322,,,,,,,,,,,,,,0,,,,,"Ding, Hui",,,,,,hxd162130,hui ding,Differential Calculus 
MATH,2417,311,,,,,,,,,,,,,,0,,,,,"Ahsan, Mohammad K",,,,,,mka120030,mohammad ahsan,Calculus I 
UNIV,2V96,001,,,,,,,,,,,,,,0,18,,1,,"Jackson, D'ric A",,,,,,,dric jackson,
MATH,2414,325,,,,,,,,,,,,,,0,,,,,"Alvarado, Iris",,,,,,ila180000,iris alvarado,Integral Calculus 
MATH,2413,305,,,,,,,,,,,,,,0,,,,,"Cao, Yan",,,,,,yxc069200,yan cao,Differential Calculus 
MATH,2420,306,,,,,,,,,,,,,,0,,,,,"Krawcewicz, Wieslaw Z",,,,,,wzk091000,wieslaw krawcewicz,Differential Equations with Applications 
HUHI,6334,001,,14,1,,,,,,,,,,,0,,4,,,"Roemer, Nils H",,,,,,nhr061000,nils roemer,Exploring Urban Cultures 
RHET,1302,027,,2,1,,2,2,,1,,3,,,4,3,,,,,"Sinckler, Robin",,,,,,rxs150131,robin sinckler,Rhetoric 
ATCM,4365,001,,3,2,4,6,1,,,,,,,,3,,,,,"Lewis, Timothy M",,,,,,tml062000,timothy lewis,Game Design II 
ACN,6312,001,,4,2,1,1,2,1,4,,,,,1,3,,,,,"Juhn, Nancy H","Pongpipat, Ekarin E",,,,,njuhn,nancy juhn,Research Methods in Behavioral and Brain Sciences - Part I 
SOC,2300,001,,3,1,4,2,2,1,1,1,,,,1,3,,,,,"Werhnyak, Larissa",,,,,,lxw163630,larissa werhnyak,Introduction to Gender Studies 
ECS,3390,003,,2,6,6,2,,1,,,,,,,2,,,,,"Ryan, Christopher J",,,,,,cxr088000,christopher ryan,Professional and Technical Communication 
ECS,3390,0H2,1,2,3,2,2,1,3,,,,1,,2,2,,,,,"King, Carie S",,,,,,cxl085200,carie king,Professional and Technical Communication 
RHET,1302,502,,2,1,1,6,6,,,,,,,1,2,,,,,"Manes, Christopher L",,,,,,clm036000,christopher manes,Rhetoric 
ARTS,2350,002,,,10,6,1,,,,,,,,,2,,,,,"Palmer, Marcy A",,,,,,mxp070100,marcy palmer,Photography  Design 
THEA,3372,001,,14,,1,,,,1,1,,,,,2,,,,,"Lingo, Kathy A",,,,,,klingo,kathy lingo,Advanced Improvisation 
LIT,4329,002,,14,2,1,,,,,,,,,,1,,,,,"Towner, Theresa",,,,,,tmtowner,theresa towner,Single Author 
ARTS,3372,001,1,6,4,1,1,,,1,,,,1,2,2,,,,,"Durant, Stephanie D",,,,,,ddm043000,,Photography  Color Concepts 
ARTS,1301,HN1,7,7,1,,2,,,,,,,,,2,,,,,"Waligore, Marilyn A",,,,,,waligore,marilyn waligore,Exploration of the Arts 
ATCM,3310,001,3,7,1,1,,,1,1,1,1,,,1,2,,,,,"Kitagawa, Midori",,,,,,mxk047100,,Procedural Animation 
SPAN,2311,002,1,7,7,,,1,,,,,,,1,2,,,,,"Malouf, Maria",,,,,,mxm180084,,Intermediate Spanish I 
CRWT,3307,001,4,11,1,,1,,,,,,,,,2,,,,,"Martinez, Manuel L",,,,,,mlm160630,manuel martinez,Creating Short Stories 
RHET,1302,012,,3,5,2,1,1,,1,1,,,,3,0,,2,,,"Balasa, Alexandra",,,,,,axb177630,alexandra balasa,Rhetoric 
EE,3102,102,3,5,1,4,2,1,,1,,,,,1,1,,,,,"Webb, Jennifer H","Shankar, Nikhil","Azarang, Arian",,,,jhw170130,jennifer webb,Signals and Systems Laboratory 
RHET,1302,0H2,,6,2,1,5,,,,1,,,1,2,1,,,,,"Hamilton, Cristen",,,,,,cch073000,cristen hamilton,Rhetoric 
ED,4351,501,9,6,3,,,,,,,,,,,0,,1,,,"Davis, Renee",,,,,,rrd160530,renee davis,ESL for K-12 Teachers 
ECS,3390,016,,13,,3,1,,,,,,,,1,1,,,,,"Glauser, Janece B",,,,,,jbg130030,janece glauser,Professional and Technical Communication 
RHET,1302,504,,14,1,2,,,1,,,,,,,0,,,,,"Kirk, Kristina E",,,,,,kek160430,kristina kirk,Rhetoric 
ECS,3390,5H2,,3,3,2,1,3,3,,1,1,1,,,1,,,,,"Libby, Lee L",,,,,,llibby,lee libby,Professional and Technical Communication 
ECS,3390,005,,,4,3,3,5,1,1,,,,,1,0,,,,,"Crowder, Wade A",,,,,,wac010100,wade crowder,Professional and Technical Communication 
ECS,3390,5H5,,10,1,,4,1,,2,,,,,,1,,,,,"Scally, Deborah A",,,,,,das,deborah scally,Professional and Technical Communication 
ECS,3390,0H9,,11,4,2,1,,,,,,,,,1,,,,,"Hernandez-Katz, Melissa M",,,,,,mhkatz,melissa hernandez katz,Professional and Technical Communication 
CS,4141,107,14,2,1,1,,,,,,,,,,1,,,,,"Becker, Eric W","Shah, Trusit Sandipbhai","Adebiyi, Abdulmateen A",,,,ewb160130,eric becker,Digital Systems Laboratory 
RHET,1302,033,,13,,2,1,,,,,,,,2,0,,,,,"Kirk, Kristina E",,,,,,kek160430,kristina kirk,Rhetoric 
BUAN,6346,502,,7,3,5,2,1,,,,,,,,1,,,,,"Smashnov, Uri","Tripathi, Aarohi",,,,,uxs051000,uri smashnov,Big Data 
ECS,3390,0H5,4,2,4,2,2,1,1,,1,1,,,,1,,,,,"Schlobohm, Maribeth L",,,,,,mls077000,maribeth (betsy) schlobohm,Professional and Technical Communication 
RHET,1302,001,2,2,4,2,1,2,2,1,1,,,,1,1,,,,,"Ocasio-Russe, Lizbette",,,,,,lxo160130,lizbette ocasio russe,Rhetoric 
RHET,1302,031,2,4,3,1,1,3,,,1,1,,,2,0,,,,,"Shierry, Addison",,,,,,axs084500,addison shierry,Rhetoric 
ATCM,3369,002,,18,,,,,,,,,,,,1,,,,,"Andreen, Michael T",,,,,,mta072000,michael andreen,Games and Narrative I 
THEA,4301,501,3,9,,2,2,,,,2,,,,,1,,,,,"Curchack, Fred",,,,,,curchack,fred curchack,Acting for Film and Video 
MECH,6324,001,,5,1,4,1,,2,3,,,,,2,1,,,,,"Gregg, Robert D","Jafarzadeh, Mohsen",,,,,rdg130030,robert gregg,Robot Control 
RHET,1302,003,4,2,5,3,1,,,,1,,,,2,1,,,,,"Field, Amanda C",,,,,,axl151930,amanda field,Rhetoric 
RHET,1302,004,,6,9,,,,1,,,,,,2,0,,,,,"Ma, Ying",,,,,,yxm171930,ying ma,Rhetoric 
RHET,1302,017,,8,3,3,3,,,1,,,,,,0,,1,,,"King, Alana",,,,,,axk173530,alana king,Rhetoric 
RHET,1302,032,,8,5,1,3,,,1,,,,,,1,,,,,"Johnson, Kevin W",,,,,,kwj170030,kevin johnson,Rhetoric 
RHET,1302,505,,,,1,2,2,1,3,,,,,9,1,,,,,"Jimenez, Jose",,,,,,jxj105220,jose jimenez justiniano,Rhetoric 
AMS,3302,001,,3,4,5,3,,1,1,,,,,1,0,1,,,,"Werhnyak, Larissa",,,,,,lxw163630,larissa werhnyak,American Cultures 
BPS,4305,502,,,2,4,3,5,2,1,1,,,,,1,,,,,"Levine, Sheen S","Liao, Xin",,,,,ssl140530,sheen levine,Strategic Management 
MUSI,2317,003,4,10,,,3,,,1,,,,,,1,,,,,"Parsoneault, Catherine",,,,,,cxp160030,catherine parsoneault,Piano I 
RHET,1302,037,4,,4,2,2,2,,1,,,,,3,1,,,,,"Derdeyn, LeeAnn",,,,,,lxd091000,leeann derdeyn,Rhetoric 
RHET,1302,023,2,5,2,2,2,2,1,,1,,,,1,1,,,,,"Bovda, Alisa Y",,,,,,ayb091020,alisa bovda,Rhetoric 
RHET,1302,018,2,5,,2,3,,4,,2,,,,,1,,,,,"King, Alana",,,,,,axk173530,alana king,Rhetoric 
ATCM,4397,007,,18,,,,,,,,,,,,1,,,,,"Andreen, Michael T",,,,,,mta072000,michael andreen,Senior Seminar 
RHET,1302,025,6,7,2,,,,,2,1,,,,,0,,1,,,"Barber, Philip",,,,,,pxb173630,philip barber,Rhetoric 
MIS,6346,001,,5,2,6,2,2,1,,,,,,,0,,,,,"Bradbury, Judd D","Kulkarni, Aniket S","Muntha, Sainath",,,,jdb101000,judd bradbury,Big Data 
ECS,3390,012,,11,1,2,1,,,1,,1,,,1,1,,,,,"Glauser, Janece B",,,,,,jbg130030,janece glauser,Professional and Technical Communication 
SYSM,6302,SS1,,11,5,,2,,,,,,,,,1,,,,,"Spong, Mark W",,,,,,mws081000,mark spong,
ATCM,4376,001,,4,13,,,,,1,,,,,,1,,,,,"Chandler, Adam W",,,,,,awc051000,adam chandler,Game Production Lab I 
RHET,1302,0H6,,7,4,,4,1,,,,1,,,1,1,,,,,"Hamilton, Cristen",,,,,,cch073000,cristen hamilton,Rhetoric 
ED,4352,001,,7,2,1,4,,,1,1,,,1,1,1,,,,,"McNulty, Angela B",,,,,,mcnulty,,Reading I  Learning to Read 
COMM,1311,0W7,8,4,2,3,,,,,1,,,,,0,,,,,"Gregory, Mona Y",,,,,,myg140030,mona gregory,
HMGT,4380,001,,5,5,2,3,,2,1,,,,,,1,,,,,"Berrett, Britt R","Kaplan, Marilyn R","Janakiraman, Sreenath",,,,brb051000,britt berret,Capstone in Healthcare Management 
RHET,1302,503,,11,6,1,,,,,,,,,1,0,,,,,"Johnson, Kevin W",,,,,,kwj170030,kevin johnson,Rhetoric 
ECS,3390,011,,11,3,2,2,,,,1,,,,,0,,,,,"Mohsene, Laura L",,,,,,olive,laura mohsene,Professional and Technical Communication 
CS,6390,001,,4,3,2,5,5,,,,,,,,0,,,,,"Haas, Zygmunt J",,,,,,zjh130030,zygmunt haas,Advanced Computer Networks 
ARTS,3367,001,,8,,1,10,,,,,,,,,0,,,,,"Lacy, Mary E",,,,,,mel024000,mary lacy,Figure Drawing 
ED,4361,501,,13,4,,1,1,,,,,,,,0,,,,,"Pollock, Laurie L",,,,,,lly062000,laurie youngblood pollock,Classroom Management Secondary 
EE,3150,102,,2,5,3,2,3,1,1,,,,,2,0,,,,,"Ahmed, Shaheen","Apalak, Merve",,,,,sxa176730,shaheen ahmed,Communications Systems Laboratory 
ARTS,3340,001,4,15,,,,,,,,,,,,0,,,,,"Brown-Pearn, Spencer S",,,,,,ssb062000,spencer brown pearn,Topics in Studio Art 
ECS,3390,001,1,5,1,4,3,3,,,1,1,,,,0,,,,,"Moore, Lindsay E",,,,,,lem150330,lindsay moore,Professional and Technical Communication 
ATCM,4316,001,,19,,,,,,,,,,,,0,,,,,"Hall, Phillip",,,,,,pxh151330,phillip hall,Animation Lab I 
ECS,3390,013,,12,,2,1,1,2,1,,,,,,0,,,,,"Glauser, Janece B",,,,,,jbg130030,janece glauser,Professional and Technical Communication 
RHET,1302,016,1,6,2,2,1,1,,,1,,1,,4,0,,,,,"Wright, Adam M",,,,,,amw140430,adam wright,Rhetoric 
EEPE,6357,001,,5,11,3,,,,,,,,,,0,,,,,"Gohil, Ghanshyamsinh","Gandluru, Veerabharathchandrareddy",,,,,gxg172530,ghanshyamsinh gohil,Control  Modeling and Simulation in Power Electronics 
SPAU,4393,001,,6,,2,4,1,5,1,,,,,,0,,,,,"Ulatowska, Hanna K",,,,,,hanna,hanna ulatowska,Language in Culture and Society 
RHET,1302,021,,5,7,7,,,,,,,,,,0,,,,,"Aljararwa, Rasha",,,,,,rxa150230,rasha aljararwa,Rhetoric 
ECS,3390,5H6,,14,,,2,,,,,,1,1,1,0,,,,,"Scally, Deborah A",,,,,,das,deborah scally,Professional and Technical Communication 
MUSI,2315,002,14,1,1,,,,,,,,,,3,0,,,,,"Wilder, James E",,,,,,jew042000,james wilder,Guitar I 
RHET,1302,015,1,9,4,3,1,,1,,,,,,,0,,,,,"Berry, Tracey R",,,,,,txb112130,tracey berry,Rhetoric 
OB,6340,GW1,,4,3,5,7,,,,,,,,,0,,,,,"Solomon, Lawrence N",,,,,,,lawrence solomon,
RHET,1302,008,,5,4,3,,1,1,1,,,,,4,0,,,,,"Snyder, Sarah E",,,,,,sxs162031,sarah snyder,Rhetoric 
CS,4141,108,12,4,,2,,,,,,,,,1,0,,,,,"Becker, Eric W","Adebiyi, Abdulmateen A","Shah, Trusit Sandipbhai",,,,ewb160130,eric becker,Digital Systems Laboratory 
MECH,6373,001,,3,5,6,3,1,,1,,,,,,0,,,,,"You, Seung M",,,,,,smy130030,seung you,Convective Heat Transfer 
RHET,1302,028,9,4,1,,,1,1,,,,,,3,0,,,,,"Barber, Philip",,,,,,pxb173630,philip barber,Rhetoric 
ECS,3390,502,,14,4,,1,,,,,,,,,0,,,,,"Coppersmith, Syd",,,,,,sxc123831,syd coppersmith,Professional and Technical Communication 
ARTS,3363,001,1,3,9,,1,1,,2,,,,,2,0,,,,,"Tady, Lorraine T",,,,,,ltt042000,lorraine tady,Typography  Technology  Image 
MECH,6314,001,,9,9,1,,,,,,,,,,0,,,,,"Kapoor, Bhanu",,,,,,bxk101000,bhanu kapoor,Engineering Systems  Modeling and Simulation 
CS,4141,102,12,7,,,,,,,,,,,,0,,,,,"Becker, Eric W","Shah, Trusit Sandipbhai","Adebiyi, Abdulmateen A",,,,ewb160130,eric becker,Digital Systems Laboratory 
RHET,1302,034,1,6,3,1,2,2,1,,,,,,3,0,,,,,"Lyons, David L",,,,,,dll101020,david lyons,Rhetoric 
ECS,3390,5H3,,11,2,,4,,,1,,,,,1,0,,,,,"Scally, Deborah A",,,,,,das,deborah scally,Professional and Technical Communication 
EE,3150,101,2,,1,3,4,1,5,,,1,1,1,,0,,,,,"Ahmed, Shaheen","Apalak, Merve",,,,,sxa176730,shaheen ahmed,Communications Systems Laboratory 
BMEN,6342,001,,19,,,,,,,,,,,,0,,,,,"Rodrigues, Danieli B",,,,,,dxb127430,danieli b c rodrigues,Biomaterials and Medical Devices 
ECS,3390,002,2,5,,4,2,3,1,1,,,1,,,0,,,,,"Moore, Lindsay E",,,,,,lem150330,lindsay moore,Professional and Technical Communication 
ECS,3390,HN1,1,14,3,1,,,,,,,,,,0,,,,,"Ryan, Christopher J",,,,,,cxr088000,christopher ryan,Professional and Technical Communication 
MUSI,2317,002,1,15,,1,1,,,,,,,,1,0,,,,,"Medrick, Mary A",,,,,,mam017200,mary medrick,Piano I 
ECS,3390,5H7,,5,6,2,2,,1,,1,1,,,1,0,,,,,"Coleman, Amanda R",,,,,,axc173630,,Professional and Technical Communication 
CS,4141,601,16,3,,,,,,,,,,,,0,,,,,"Becker, Eric W","Shah, Trusit Sandipbhai","Adebiyi, Abdulmateen A",,,,ewb160130,eric becker,Digital Systems Laboratory 
RHET,1302,036,,,3,,2,1,3,,1,1,1,,7,0,,,,,"Jimenez, Jose",,,,,,jxj105220,jose jimenez justiniano,Rhetoric 
CRIM,4323,0H1,,16,,,1,,,1,,,,,1,0,,,,,"Wheeler, Andrew",,,,,,axw161530,,Communities and Crime 
ECS,3390,004,3,8,2,5,,,,,,,,,1,0,,,,,"Moore, Lindsay E",,,,,,lem150330,lindsay moore,Professional and Technical Communication 
BIOL,6351,001,,5,1,2,10,,,1,,,,,,0,,,,,"Burr, John G",,,,,,burr,john burr,Cellular and Molecular Biology of the Immune System 
ARTS,3372,501,,5,10,1,1,,,,,,,,2,0,,,,,"Loving, Emily",,,,,,exl097120,emily loving,Photography  Color Concepts 
ECS,3390,0H1,1,8,3,2,1,1,1,2,,,,,,0,,,,,"Schlobohm, Maribeth L",,,,,,mls077000,maribeth (betsy) schlobohm,Professional and Technical Communication 
MECH,6300,002,,3,9,1,1,3,,,,,,,2,0,,,,,"Moheimani, Seyed Omid Reza","Bing, Mallory A",,,,,sxm154130,,Linear Systems 
RHET,1302,005,5,5,2,1,1,,,2,,,,2,1,0,,,,,"Saeidfar, Ghazal",,,,,,gxs153630,ghazal saeidfar,Rhetoric 
ARTS,1316,001,9,8,1,,1,,,,,,,,,0,,,,,"Min, Inki A",,,,,,iam140230,inki min,Drawing Foundations 
ECS,3390,006,,3,9,1,5,1,,,,,,,,0,,,,,"Ryan, Christopher J",,,,,,cxr088000,christopher ryan,Professional and Technical Communication 
MUSI,2315,501,,12,4,2,,1,,,,,,,,0,,,,,"Hodan, Daniel M",,,,,,dmh017000,daniel hodan,Guitar I 
ENTP,6352,GW1,,12,7,,,,,,,,,,,0,,,,,"Ghosh, Jay K",,,,,,,jay ghosh,
ECS,3390,504,4,7,4,,2,,,,,,1,,1,0,,,,,"Nichols, Allene R",,,,,,allenen,allene nichols,Professional and Technical Communication 
RHET,1302,011,,12,1,3,1,,1,,,,,,1,0,,,,,"Snyder, Sarah E",,,,,,sxs162031,sarah snyder,Rhetoric 
RHET,1302,035,3,11,2,1,,,,,,,,,2,0,,,,,"Sengupta, Karl",,,,,,kss140330,karl sengupta,Rhetoric 
BMEN,3130,103,,7,6,4,2,,,,,,,,,0,,,,,"Shihabeddin, Tarik","Atmaramani, Rahul",,,,,tzs170130,,Engineering Physiology Laboratory 
RHET,1302,014,4,2,2,4,3,1,,,,,,1,2,0,,,,,"Wright, Adam M",,,,,,amw140430,adam wright,Rhetoric 
ED,3382,501,3,6,6,3,,,,,,,,,1,0,,,,,"Schlosser, Polly",,,,,,pxs091000,polly schlosser,Curriculum and Instruction in Social Studies 
ECS,3390,0H6,,9,5,3,,,1,1,,,,,,0,,,,,"Hernandez-Katz, Melissa M",,,,,,mhkatz,melissa hernandez katz,Professional and Technical Communication 
ARTS,1316,003,6,4,2,2,,3,,,1,,,,1,0,,,,,"Booker, Rebecca M",,,,,,pdb041000,,Drawing Foundations 
ARTS,1316,004,,6,8,3,2,,,,,,,,,0,,,,,"Mazurek, Michael R",,,,,,mrm141130,michael mazurek,Drawing Foundations 
ATCM,4319,003,5,3,3,2,1,1,1,,,,2,1,,0,,,,,"Camacho, Christopher J",,,,,,cjc043000,christopher camacho,Topics in Animation 
BMEN,6V87,002,,19,,,,,,,,,,,,0,,,,,"Porter, Benjamin A",,,,,,bap061000,benjamin porter,Special Topics in Biomedical Engineering 
IMS,6V93,0S1,,19,,,,,,,,,,,,0,,,,,"Hefley, William E",,,,,,weh150130,william hefley,Regional Area Studies  Asia 
ECS,3390,5H1,,3,3,1,5,2,1,2,1,,,,1,0,,,,,"Libby, Lee L",,,,,,llibby,lee libby,Professional and Technical Communication 
BIOL,3320,001,6,1,2,2,3,4,,,,1,,,,0,,,,,"Hajeri, Vinita","Gallardo, Johnny","Dozier, Preston D",,,,vxh151030,vinita hajeri,Applied Genetics 
ECS,3390,015,,13,3,1,,1,,,,,,,1,0,,,,,"Glauser, Janece B",,,,,,jbg130030,janece glauser,Professional and Technical Communication 
ECS,3390,007,,6,6,4,,2,,,,,,,1,0,,,,,"Moore, Lindsay E",,,,,,lem150330,lindsay moore,Professional and Technical Communication 
