Subject,Catalog Number,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,Total W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,instructor_id,instructor_name_normalized,title
ED,3345,001,,5,5,,,1,1,,,,,,1,0,"McNulty, Angela B",,,,,,mcnulty,,Art  Music  and Physical Development Grades EC - 6 
BPS,6332,501,,2,,,11,,,,,,,,,0,"Dess, Gregory","Li, Jianan",,,,,ggd021000,gregory dess,Strategic Leadership 
ENGY,3302,001,2,1,5,3,,1,,1,,,,,,0,"Sibley, Daniel C",,,,,,dcs170002,daniel sibley,Managing Power and Renewable Energy Assets  Sustainability 
ENTP,4350,001,,5,,,8,,,,,,,,,0,"Shah, Rajiv","Dode, Shrutik G",,,,,rxs079000,rajiv shah,Corporate Entrepreneurship 
FERM,6305,FS1,,7,2,,1,2,,1,,,,,,0,"Song, Kaisheng",,,,,,,kaisheng song,
FERM,6V99,FS2,,6,5,,,,,1,,,,,1,0,"Wang, Yi",,,,,,,yi wang,
ITSS,3312,003,1,2,1,3,4,,1,,,,1,,,0,"Sun, Geng",,,,,,gxs122530,geng sun,Object-Oriented Programming 
MIS,6356,001,,2,5,1,1,3,,,,,,,,1,"Parker, Jason A","Rawat, Manavi",,,,,jap090020,jason parker,Business Analytics With R 
MIS,6375,0W1,,2,,3,4,1,1,1,,,,,1,0,"Bochsler, Daniel C",,,,,,dcb091000,daniel bochsler,Technology and New Product Development 
MIS,6383,001,,8,2,2,,,,,,,,,,1,"Narayan, Ravishankar L","Kasturi, Sai Nikhilesh",,,,,rln130030,ravishankar narayan,Advanced Data Management 
MIS,6384,001,,4,4,3,1,1,,,,,,,,0,"Shroff, Tejas N","Jadhav, Sukruta",,,,,tns190000,tejas shroff,Preparing for Cybersecurity Threats 
MKT,4320,501,6,3,1,,,1,,1,1,,,,,0,"Carraher, Shawn M",,,,,,smc130730,shawn carraher,International Marketing 
OPRE,6369,0W1,,7,,,3,,,2,,,,,1,0,"Subramoniam, Ramesh","Pandita, Binny",,,,,rxs179630,ramesh subramoniam,Supply Chain Software with SAP 
REAL,3305,501,,1,2,2,2,1,1,3,,,,,1,0,"DeCourcy, George A",,,,,,gad075000,george decourcy,Real Estate Principles 
REAL,3365,001,,2,,1,4,3,,2,,,,,1,0,"DeCourcy, George A",,,,,,gad075000,george decourcy,Real Estate Finance and Principles 
BIOL,6343,001,,8,4,1,,,,,,,,,,0,"Du, Heng","Srikanth, Uma","Tian, Jing",,,,hxd131030,heng du,Molecular Neuropathology 
CHEM,1112,103,1,6,2,,2,,,,,,1,,1,0,"Hashami, Zohreh","Pope, Mitchell A",,,,,zxh088000,zohreh hashami,General Chemistry Laboratory II 
MATH,3303,001,4,2,1,1,,,1,,2,2,,,,0,"Lalani, Amin","Martin, Jody",,,,,axl120130,amin lalani,Introduction to Mathematical Modeling 
MATH,4V91,001,2,3,5,,1,,,,,,,,,2,"Dragovic, Vladimir","Babbitt, Matthew W",,,,,vxd123630,,Undergraduate Topics in Mathematics 
NATS,3343,002,2,8,,,,2,,,,,,,,1,"McConnell, James S",,,,,,jsm019600,james mcconnell,Classroom Interactions 
PHYS,4373,101,,11,,,2,,,,,,,,,0,"Slinker, Jason D","Wettasinghe, Ashan P",,,,,jds107020,jason slinker,Physical Measurements Laboratory 
PPOL,4396,002,8,2,1,,,,,,,,,,1,0,"Bray, Timothy M",,,,,,tmb021000,timothy bray,Topics in Public Policy 
HUHI,7314,001,,10,1,,,,,,,,,,,0,"Roemer, Nils H",,,,,,nhr061000,nils roemer,Advanced Topics in European Thought  Culture  and Society 
SMED,5303,501,,10,2,,,,,,,,,,,0,"McConnell, James S",,,,,,jsm019600,james mcconnell,Introduction to Research and Evaluation in Science and Mathematics Education 
ARTS,3371,002,1,3,,2,1,2,1,,1,,,,2,0,"Durant, Stephanie D",,,,,,ddm043000,,Photography  Black White 
HUAS,6310,001,,8,2,1,1,,,,,,,,,1,"McLean, Adrienne L",,,,,,amclean,adrienne mclean,Introduction to Film Studies 
MECH,5373,001,,5,4,2,2,,,,,,,,,0,"Dai, Xianming",,,,,,xxd161630,xianming dai,Thermal Management of Microelectronics 
ARTS,2380,501,,11,1,1,,,,,,,,,1,0,"Fridge, Brian D",,,,,,bdf081000,brian fridge,Visual Design Foundations 
ARTS,3382,001,1,9,1,1,,,,,,,1,,,1,"Tady, Lorraine T",,,,,,ltt042000,lorraine tady,Color as Subject 
CRWT,2301,002,,13,,,1,,,,,,,,,0,"Glass, Seraphina",,,,,,sxg180078,,Introductory Creative Writing 
CRWT,3307,002,2,11,,,,,,,,,,,,1,"Martinez, Manuel L",,,,,,mlm160630,manuel martinez,Creating Short Stories 
HIST,3302,001,,1,5,2,1,3,,1,,,,,1,0,"Jakobsson, Pia K",,,,,,pkj010100,pia jakobsson,Gender in Western Thought 
LIT,2329,001,,9,,,1,,,,,,,,4,0,"Redman, Timothy P","Rosen, Mark S",,,,,redman,tim redman,Introduction to Ethnic American Literature 
MUSI,2325,001,,11,1,,,,,,,,,2,,0,"Riemer Bueckert, Nili",,,,,,nxr190013,nili bueckert,Vocal Instruction I 
MUSI,2325,002,,11,1,1,,,,,,,1,,,0,"Riemer Bueckert, Nili",,,,,,nxr190013,nili bueckert,Vocal Instruction I 
MUSI,2328,002,1,4,2,,,,,1,,,,,2,4,"Mcvay, Michael",,,,,,mjm031000,michael mcvay,Music Theory I 
MUSI,2328,003,6,4,,1,,,1,,,,1,,,1,"Mcvay, Michael",,,,,,mjm031000,michael mcvay,Music Theory I 
MUSI,3186,001,,14,,,,,,,,,,,,0,"Durbin, Kelly",,,,,,kpdurbin,kelly durbin,Jazz Ensemble II 
PHIL,4325,001,,6,2,4,1,,1,,,,,,,0,"Bambach, Charles",,,,,,cbambach,charles bambach,Philosophy of Art and Aesthetics 
SPAN,1311,001,1,4,2,3,,,1,,,,,,2,1,"Lambert, Thomas M",,,,,,tml017100,thomas lambert,Beginning Spanish I 
ATCM,1100,004,6,3,,3,,,,2,,,,,,0,"Scott, Andrew F","Paiva Homsi, Murilo",,,,,afs140330,andrew scott,First Year Seminar 
ATCM,4326,001,,2,3,2,5,,1,,1,,,,,0,"Imaoka, Laura",,,,,,lxi170030,laura imaoka,Mediated Textuality 
ATCM,6377,001,,9,2,1,,2,,,,,,,,0,"Burrough, Xtine",,,,,,cxb153930,xtine burrough,Creativity as Social Practice 
CGS,3361,501,2,2,,2,1,,2,3,1,,,,,1,"Roark, Dana A","Han, Liang",,,,,danar,dana roark,Cognitive Psychology 
COMD,7V89,001,,11,,,3,,,,,,,,,0,"Rackley, Audette M",,,,,,arackley,audette rackley,Mild Cognitive Impairment  Alzheimer s Disease and Related Disorders 
HCS,7311,001,,7,3,,4,,,,,,,,,0,"Nelson Taylor, Jackie A",,,,,,jan110030,jackie nelson,Family Psychology 
HCS,7351,001,,12,2,,,,,,,,,,,0,"Thompson, Lucien",,,,,,tres,lucien thompson,Aging and the Nervous System 
PSY,4386,001,,3,1,2,5,3,,,,,,,,0,"Drew, Linda M",,,,,,lmd102020,linda drew,Adult Development and Aging 
BMEN,6379,001,,5,7,1,1,,,,,,,,,0,"Varner, Victor",,,,,,vxv162230,victor varner,Mechanics of Soft Tissues 
BMEN,6395,001,,13,,,,,,1,,,,,,0,"Hays, Seth A",,,,,,sxh129730,seth hays,Advanced Topics in Neuroscience for Engineers 
CE,3201,001,3,3,4,1,,1,1,,,,,,,1,"Nikoubin, Tooraj","Caicedo-Narvaez, Carlos A","Movahed Mohammadi, Seyed Ehsan","Khoshlessan, Mahshid","Steele, Alec M",,txn190011,tooraj nikoubin,Electrical and Computer Engineering Fundamentals-I Laboratory 
CS,3162,595,7,1,1,,,3,,,,,,,2,0,"Debroy, Vidroha",,,,,,vxd024000,vidroha debroy,Professional Responsibility in Computer Science and Software Engineering 
CS,6377,001,,2,2,1,2,2,2,2,,,,,1,0,"Desmedt, Yvo G",,,,,,ygd120030,yvo desmedt,
CS,6396,001,,10,2,,1,,,,,,,,,1,"Liu, Cong",,,,,,cxl137330,cong liu,Real-Time Systems 
MECH,3150,103,,7,2,1,1,1,1,,1,,,,,0,"Park, Wooram","Ahsan, Faraz",,,,,wxp103020,wooram park,Kinematics and Dynamics Laboratory 
MECH,4381,008,,2,2,3,4,,,2,1,,,,,0,"Hart, Robert A","Little, Ryan C","Upasham, Sayali S","Ouyang, Hui",,,rxh124630,robert hart,Senior Design Project I 
MECH,6335,001,,8,2,3,1,,,,,,,,,0,"Stecke, Kathryn","Vu, Duc D",,,,,kes021000,kathryn stecke,Flexible Manufacturing Strategies 
MECH,7392,001,,7,2,1,1,3,,,,,,,,0,"Thamban, P.L.Stephan",,,,,,stephan,p l stephan thamban,Advanced Mathematics for Mechanical Engineers I 
SE,3341,003,2,2,,,,2,2,1,,1,,2,2,0,"Whalen, Tristan G","Langford, John","Zimmer, Kevin C",,,,tgw100020,tristan whalen,Probability and Statistics in Computer Science and Software Engineering 
SE,3377,001,1,5,1,1,2,1,3,,,,,,,0,"Peterson, Erik A",,,,,,eap190004,erik peterson,C C  Programming in a UNIX Environment 
SE,3377,0W5,2,3,,4,2,,1,,,,,,1,1,"Satpute, Meghana N",,,,,,mns086000,meghana satpute,C C  Programming in a UNIX Environment 
SE,4348,003,,,,2,3,3,1,1,2,,,,1,1,"Salazar, Elmer E","Haque, Mirazul",,,,,ees101020,elmer salazar,Operating Systems Concepts 
GEOG,3382,501,2,6,3,2,,,1,,,,,,,0,"Vakulenko, Irina","Chen, Meifang",,,,,iav081000,irina vakulenko,Russia  Yesterday  Today  and Tomorrow 
GISC,6325,501,,10,3,,1,,,,,,,,,0,"Cummings, Anthony R","Liau, Yan-Ting",,,,,arc131030,anthony cummings,Remote Sensing Fundamentals 
GISC,6381,501,,9,1,2,,1,,,,,,,,1,"Chun, Yongwan","Yu, Xiaohe",,,,,yxc070300,,Geographic Information Systems Fundamentals 
PA,2325,501,,8,3,2,,,,,,,,,1,0,"Harrington, James","Park, Yong Jun",,,,,jxh134630,james harrington,Introduction to Public Service 
PA,3382,001,,11,1,1,,,,1,,,,,,0,"McCaskill, John R",,,,,,jrm094020,john mccaskill,Sustainable Communities 
PSCI,6350,001,,4,4,2,2,,,,,,,,,2,"Brandt, Patrick",,,,,,pxb054000,patrick brandt,Logic  Methodology  and Scope of Political Science 
SOC,3305,001,3,2,3,3,,1,,1,,,,,1,0,"Skaggs, Sheryl L","Wilds, Katherine M",,,,,slskaggs,sheryl skaggs,Applied Data Analysis 
ED,4352,501,,3,4,2,4,,,,,,,,1,0,"McNulty, Angela B",,,,,,mcnulty,,Reading I  Learning to Read 
HONS,3111,HN1,5,9,,,,,,,,,,,,0,"Thompson, Christina M",,,,,,cmt120030,christina thompson,Science Fiction 
HONS,3199,H17,4,9,1,,,,,,,,,,,0,"Williams, Nathan",,,,,,nxw170830,nathan williams,Collegium V Honors Readings 
HONS,3199,HN6,,6,5,2,1,,,,,,,,,0,"Rosen, Mark S",,,,,,mxr088000,mark rosen,Collegium V Honors Readings 
HONS,3199,HN8,,14,,,,,,,,,,,,0,"Kratz, Dennis M",,,,,,dkratz,dennis kratz,Collegium V Honors Readings 
FERM,6310,FS1,,3,3,4,2,1,,,,,,,,1,"Scott, James A",,,,,,jas076100,james scott,
FIN,4340,001,,4,,,3,,,1,,,5,,1,0,"Saretto, Alessio","Lee, Pil-Seng",,,,,axs125732,alessio saretto,Options and Futures Markets 
MECO,6345,001,,6,2,1,2,2,,1,,,,,,0,"Hyndman, Kyle B",,,,,,tdp062000,kyle hyndman,Advanced Managerial Economics 
MIS,6320,0W1,,4,3,2,3,1,,,,,,,1,0,"Cavusoglu, Huseyin","Jayaraman, Jayanth",,,,,huseyin,huseyin cavusoglu,Database Foundations 
MKT,6337,0W1,,3,1,3,5,1,,,,,,,,1,"Subramanian, Upender","Saremi, Ehsan","Lee, Ga Hyun",,,,uxs092000,upender subramanian,Predictive Analytics Using SAS 
MKT,6337,501,,2,2,4,6,,,,,,,,,0,"Murthi, B P","Kasaian, Keyvan","Elmi, Omid",,,,murthi,b p murthi,Predictive Analytics Using SAS 
OPRE,3310,5E1,1,4,,4,2,,1,1,,,1,,,0,"Sajjadi, Reza","Ramakrishnan, Jaishree",,,,,rxs179730,reza sajjadi,Operations Management 
REAL,3305,002,,1,,,1,3,,5,,,3,,1,0,"Guttery, Randall",,,,,,rxg112530,randall guttery,Real Estate Principles 
BIOL,4360,001,4,4,1,,2,,1,1,1,,,,,0,"Pickett, Elizabeth A",,,,,,eaw016100,elizabeth pickett,Evolution and Development 
MATH,2333,001,2,,3,1,1,1,,1,1,,,,2,2,"Martynova, Irina",,,,,,ixm140930,irina martynova,Matrices  Vectors  and Their Application 
MATH,5303,001,,14,,,,,,,,,,,,0,"Eydelzon, Anatoly",,,,,,axe031000,anatoly eydelzon,Advanced Calculus and Linear Algebra 
PHYS,3411,001,3,4,1,3,1,,,,,,,,,2,"Macalevey, Paul J","Fox, Logan K",,,,,paulmac,paul macalevey,Theoretical Physics 
STAT,6348,001,,4,3,1,1,1,1,1,,,,,1,1,"Biswas, Swati",,,,,,sxb125731,swati biswas,Applied Multivariate Analysis 
STAT,7331,001,,12,2,,,,,,,,,,,0,"Gel, Yulia",,,,,,yxg142030,yulia gel,Multivariate Analysis 
EERF,6396,001,,1,4,,4,2,2,,,,,,,0,"Lehmann, Randall E","Gemsheim, Alex J","Fang, Lei",,,,rel041000,randall lehmann,Microwave Design and Measurement 
BUAN,6V99,501,,14,,,,,,,,,,,,0,"Elkhodari, Gasan","Sultana, Yasmin",,,,,gxe051000,gasan elkhodari,Special Topics in Business Analytics 
NSC,4353,101,4,3,4,2,,,,1,,,,,,0,"Taylor, Anna M","Naik, Dhananjay K",,,,,amt180004,anna taylor,Neuroscience Laboratory Methods 
HONS,3101,HN1,,11,1,,1,,,,,,,,,1,"Harpham, Edward",,,,,,harpham,edward harpham,Medicine  Politics  and Philosophy 
ARTS,2315,001,3,11,,1,,,,,,,,,,0,"Brown-Pearn, Spencer S",,,,,,ssb062000,spencer brown pearn,Topics in Visual Art 
ARTS,2381,001,1,3,4,3,1,,,,,,,,2,1,"White, Steven",,,,,,sxw190014,,Introduction to Sculpture 
ARTS,3364,001,5,9,,,,,,,1,,,,,0,"Brown-Pearn, Spencer S",,,,,,ssb062000,spencer brown pearn,Silkscreen Printmaking 
ARTS,3375,001,2,12,,,1,,,,,,,,,0,"Curry, Val",,,,,,vxc110930,val curry,Sculpture 
CRWT,2301,501,,11,3,,,,,,,,,,,1,"Leverone, Julia",,,,,,jxl162631,julia leverone,Introductory Creative Writing 
DANC,2334,001,12,2,,,,,,,,,,,,1,"Matzke, Sarah",,,,,,sxm180132,,Ballet 1 
LIT,3337,002,3,3,7,,1,,,1,,,,,,0,"Valente, Sarah d",,,,,,sdv071000,sarah d valente,Comparisons 
RHET,1302,0H5,,4,7,,2,1,,,,1,,,,0,"Riley, Kristin N",,,,,,knr091000,kristin riley,Rhetoric 
SPAN,3366,001,5,7,2,,,,,,,,,,1,0,"Camacho-Guardado, Lorena",,,,,,lxc163230,amalia lorena camacho guardardo,Advanced Spanish II 
VPAS,3340,001,,8,2,,2,1,,1,,,,,,1,"Goode, Dianne H",,,,,,dgoode,dianne goode,Writing in the Arts 
ATCM,4346,001,1,2,7,2,,1,1,,,,1,,,0,"Marks, David E",,,,,,dem160430,david marks,Audio Productions Lab II 
AUD,6303,001,,5,6,2,2,,,,,,,,,0,"Lobarinas, Edward",,,,,,exl152130,,Hearing Science 
AUD,6305,001,,10,3,2,,,,,,,,,,0,"Le Prell, Colleen G",,,,,,cgl150030,,Anatomy and Physiology of Audition 
AUD,6310,001,,8,5,2,,,,,,,,,,0,"Roeser, Ross J",,,,,,roeser,,Advanced Clinical Audiology 
CLDP,3310,501,,3,5,1,3,1,,,,,1,,1,0,"Bonner, Deborah L","Redig, Samantha L",,,,,dbonner,deborah bonner,Child Development 
HCS,7364,001,,7,1,4,2,,,1,,,,,,0,"Rugg, Michael D",,,,,,mdr104020,michael rugg,Cognitive Neuroscience of Human Memory 
NSC,4353,104,1,7,5,,,1,,1,,,,,,0,"Sultana, Rukhsana","Newel, Jacqueline P",,,,,rxs170431,rukhsana sultana,Neuroscience Laboratory Methods 
NSC,4353,106,2,5,2,2,1,2,,1,,,,,,0,"Taylor, Anna M","dos Santos, Natalia Lucia",,,,,amt180004,anna taylor,Neuroscience Laboratory Methods 
BMEN,4110,102,4,4,3,1,2,1,,,,,,,,0,"Ardestani Khoubrouy, Soudeh","Abraham, Alejandro","Raut, Saurabh Vikas",,,,sxa074200,soudeh khoubrouy,Biomedical Feedback Systems Laboratory 
CE,2305,004,,2,1,,2,4,,,,1,2,,1,2,"Chitturi, Bhadrachalam",,,,,,chalam,chitturi bhadrachalam,Discrete Mathematics for Computing I 
CE,3311,501,2,2,2,1,4,1,2,1,,,,,,0,"Pourkamali, Siavash","Palit, Prithviraj",,,,,sxp124631,siavash pourkamali,Electronic Circuits 
CE,3320,502,2,3,2,,,2,,,,,1,3,1,1,"Nikoubin, Tooraj","Salimath, Vibhav Kumarswami",,,,,txn190011,tooraj nikoubin,Digital Circuits 
CE,6304,001,,1,5,3,2,2,2,,,,,,,0,"Carrion Schaefer, Benjamin",,,,,,bxc162630,benjamin carrion schaefer,Computer Architecture 
CS,6356,001,,4,7,,3,,,,,,,,,1,"Marcus, Andrian","Maweu, Barbara M",,,,,axm141731,andrian marcus,Software Maintenance  Evolution  and Re-Engineering 
CS,6382,001,,11,2,,2,,,,,,,,,0,"Du, Ding Z","Gu, Shuyang",,,,,dxd056000,ding zhu du,Theory of Computation 
EE,3150,103,1,3,,1,1,2,2,1,2,,1,,1,0,"Bhatt, Tanay M","Apalak, Merve",,,,,tmb018000,tanay bhatt,Communications Systems Laboratory 
EEMF,6319,501,,10,4,1,,,,,,,,,,0,"Frensley, William",,,,,,frensley,william frensley,Quantum Physical Electronics 
MSEN,6319,001,,1,4,4,,1,1,3,,,,,,1,"Wallace, Robert M",,,,,,rmw031000,robert wallace,Quantum Mechanics for Materials Scientists 
SE,3341,004,2,1,1,1,,3,1,1,3,,,1,,1,"Whalen, Tristan G","Alfaro, Jose F","Zimmer, Kevin C",,,,tgw100020,tristan whalen,Probability and Statistics in Computer Science and Software Engineering 
SYSM,6304,SS1,,15,,,,,,,,,,,,0,"Koganti, Ramakrishna",,,,,,rxk190037,ramakrishna koganti,
PA,3379,001,4,10,,,,,,,,,,,1,0,"Zvobgo, Varaidzo",,,,,,vxz160130,varaidzo zvobgo,Diversity in the Public Sector 
PPPE,6329,501,,7,5,3,,,,,,,,,,0,"Leaf, Murray J",,,,,,mjleaf,murray leaf,Ethics  Culture  and Public Policy 
GST,3302,001,,1,6,1,3,2,1,,1,,,,,0,"Jakobsson, Pia K",,,,,,pkj010100,pia jakobsson,Gender in Western Thought 
HONS,3104,HN1,4,10,1,,,,,,,,,,,0,"Dow, Douglas C",,,,,,dougdow,douglas dow,Foreign Film   Political Culture 
HONS,3108,HN1,,15,,,,,,,,,,,,0,"Prakash, Ravi",,,,,,ravip,ravi prakash,Internet and Public Policy 
HONS,3112,HN1,9,2,3,1,,,,,,,,,,0,"Kaplan, Marilyn R",,,,,,mkaplan,marilyn kaplan,Contemporary Topics in Business 
HONS,3113,HN1,13,2,,,,,,,,,,,,0,"Page, Ivor",,,,,,ivor,ivor page,Lives of the Genus Genius 
HONS,3114,HN1,2,13,,,,,,,,,,,,0,"Thompson, Christina M",,,,,,cmt120030,christina thompson,Scientific Research Concepts 
HONS,3199,H11,12,3,,,,,,,,,,,,0,"Scotch, Richard","Bi, Jingnan",,,,,scotch,richard scotch,Collegium V Honors Readings 
HONS,3199,H13,,10,4,,,,,,,,,,1,0,"Miller, Banks",,,,,,bxm093000,banks miller,Collegium V Honors Readings 
HONS,3199,H14,8,2,5,,,,,,,,,,,0,"Devdas, Neetha R",,,,,,nrd120030,neetha devdas,Collegium V Honors Readings 
HONS,3199,H15,,15,,,,,,,,,,,,0,"Stefan, Mihaela C",,,,,,mci071000,mihaela stefan,Collegium V Honors Readings 
HONS,3199,H16,3,8,2,1,,,,,,,,,1,0,"Pitman, Bonnie L","Brunell, Valerie A",,,,,blp120030,bonnie pitman,Collegium V Honors Readings 
HONS,3199,HN1,3,9,2,,,,,1,,,,,,0,"Rippel, Scott A","Thompson, Christina M",,,,,rippel,scott rippel,Collegium V Honors Readings 
HONS,3199,HN2,2,12,1,,,,,,,,,,,0,"LaDow, Eva S",,,,,,esl130130,eva ladow,Collegium V Honors Readings 
HONS,3199,HN3,,14,1,,,,,,,,,,,0,"Towner, Theresa",,,,,,tmtowner,theresa towner,Collegium V Honors Readings 
HONS,3199,HN5,,11,4,,,,,,,,,,,0,"Rankin, Monica A",,,,,,mar046000,monica rankin,Collegium V Honors Readings 
HONS,3199,HN7,5,7,2,,,,,,,,,,1,0,"Grohman, Magdalena G",,,,,,mgg092000,magdalena grohman,Collegium V Honors Readings 
ACCT,6377,001,,8,6,1,,,,,,,,,,0,"McCuistion, Dennis",,,,,,dxm094000,dennis mccuistion,Corporate Governance 
BPS,6310,GH1,,2,2,11,,,,,,,,,,0,"Lee, Seunghyun","Kim, Dong Shin",,,,,sxl029100,seunghyun lee,
BUAN,6356,0W1,,5,5,1,1,,,,,,,,,3,"Parker, Jason A","Rajendran, Adityan",,,,,jap090020,jason parker,Business Analytics With R 
FERM,6301,FS1,,8,7,,,,,,,,,,,0,"Gurun, Umit",,,,,,ugg041000,umit gurun,
FIN,4328,501,,2,,,7,,,2,,,1,,2,1,"Lynch, Julie",,,,,,jxl180030,julie lynch,Real Estate Valuation 
FIN,6315,501,,4,3,4,3,1,,,,,,,,0,"Shah, Rajiv","Dode, Shrutik G",,,,,rxs079000,rajiv shah,Entrepreneurial Finance 
HMGT,6321,CH1,,8,5,1,,,,1,,,,,,0,"Ramanathan, Kannan",,,,,,kxr087000,kannan ramanathan,
HMGT,6323,CH1,,8,4,3,,,,,,,,,,0,"Rhoades, Mike",,,,,,,mike rhoades,
ITSS,4V95,501,1,1,3,1,7,,2,,,,,,,0,"Thirumalai, Nambi","Jadhav, Sukruta",,,,,ndt180001,nambi thirumalai,Seminar Series in Information Systems 
MECO,4342,001,10,1,3,1,,,,,,,,,,0,"Molina, Stephen",,,,,,sxm163630,stephen molina,Financial and Business Negotiation Analysis 
MIS,6334,001,,3,4,2,4,1,,,,,,,1,0,"Menon, Syam","Mishra, Sailendra P",,,,,sxm021300,syam menon,Advanced Business Analytics With SAS 
MKT,4380,001,,8,4,2,1,,,,,,,,,0,"Wu, Fang","Kasaian, Keyvan",,,,,fxw052000,fang wu,Capstone Course in Marketing 
MKT,6380,501,,1,10,4,,,,,,,,,,0,"Nichols, Paul M",,,,,,pxn120030,paul nichols,Market Entry Strategies 
OPRE,7353,001,,6,7,,1,1,,,,,,,,0,"Dawande, Milind",,,,,,milind,milind dawande,Optimization 
RMIS,3370,001,1,1,,4,4,1,1,,1,,1,,,1,"Richardson, Debra L",,,,,,dlr150330,debra richardson,Principles of Risk Management and Insurance 
BIOL,3320,002,1,3,2,3,2,1,1,,,,1,1,,0,"Hajeri, Vinita",,,,,,vxh151030,vinita hajeri,Applied Genetics 
BIOL,3357,001,2,12,,,,,,,,,,,,1,"Wu, Zhuoru","Khekare, Prachi Prakash",,,,,zxw190014,,Mammalian Physiology with Lab 
MATH,2417,011,1,3,1,,1,2,,,,,,1,5,1,"Ahsan, Mohammad K",,,,,,mka120030,mohammad ahsan,Calculus I 
NATS,3343,001,3,8,2,,1,1,,,,,,,,0,"Dorsey, Floyd Z",,,,,,fzd110020,floyd dorsey,Classroom Interactions 
PHYS,5322,001,,7,7,,,1,,,,,,,,0,"Stoneback, Russell A","Ferguson, Sarah W",,,,,rstoneba,,Electromagnetism II 
LIT,1301,501,,7,,,5,,,3,,,,,,0,"Walsh, Dennis P",,,,,,dpw031000,dennis walsh,Introduction to Literature 
RHET,1302,023,,4,,1,1,1,1,1,,2,1,,2,1,"Bovda, Alisa Y",,,,,,ayb091020,alisa bovda,Rhetoric 
ATCM,6300,001,,10,2,1,2,,,,,,,,,0,"Knight, Kim A",,,,,,kak102020,kim knight,Approaches to Arts  Technology  and Emerging Communication 
BMEN,6321,001,,6,1,3,3,2,,,,,,,,0,"Ware, Taylor H",,,,,,thw090020,,Polymers for Biomedical Applications 
GISC,4382,501,,3,1,3,2,,1,2,1,,,,1,0,"Chastain, Bryan J","Shi, Fan",,,,,bjc062000,bryan chastain,Applied Geographic Information Systems 
LIT,3339,501,,9,6,,,,,,,,,,,0,"Hatfield, Charles D",,,,,,cxh074100,charles hatfield,Writing Literary Studies 
MECH,4381,003,,4,3,4,4,,,,,,,,,0,"Hart, Robert A","Little, Ryan C","Upasham, Sayali S","Zare, Armin",,,rxh124630,robert hart,Senior Design Project I 
MECH,4381,004,,4,3,2,1,3,,2,,,,,,0,"Hart, Robert A","Little, Ryan C","Upasham, Sayali S","Zare, Armin",,,rxh124630,robert hart,Senior Design Project I 
MECH,4381,005,,1,4,5,4,,1,,,,,,,0,"Hart, Robert A","Little, Ryan C","Upasham, Sayali S","Zare, Armin",,,rxh124630,robert hart,Senior Design Project I 
ARTS,2350,501,,10,3,,,,,,,,,,2,1,"Loving, Emily",,,,,,exl097120,emily loving,Photography  Design 
ARTS,3311,001,,3,1,2,,3,1,1,2,,1,,2,0,"Copeland, Colette",,,,,,cxc132230,colette copeland,Contemporary Art Practices 
ARTS,3377,001,1,7,2,3,1,,,,,,,,1,1,"Waligore, Marilyn A",,,,,,waligore,marilyn waligore,Photography  Altered Image 
ARTS,4368,001,6,10,,,,,,,,,,,,0,"Pomara, John",,,,,,pomara,john pomara,Advanced Visual Arts 
COMM,3320,001,,14,,1,,,,,,,,,1,0,"Lingo, Kathy A",,,,,,klingo,kathy lingo,Readers  Theater 
HIST,3366,501,,11,,,3,,,,,,,1,,1,"Fischer, Anne G",,,,,,agf190000,anne fischer,Themes in the Social History of the United States 
HIST,6301,501,,2,5,4,4,,,,,,,,1,0,"Wright, Ben",,,,,,bxw151330,ben wright,Historiography 
MUSI,2317,002,,13,1,,,,,,,,1,,,1,"Medrick, Mary A",,,,,,mam017200,mary medrick,Piano I 
MUSI,3122,001,,16,,,,,,,,,,,,0,"Salisbury, Linda J",,,,,,ljs130230,linda salisbury,Brass Ensemble I 
MUSI,3324,001,4,5,1,1,1,2,,,,,1,,1,0,"Durbin, Kelly",,,,,,kpdurbin,kelly durbin,Jazz History  Roots to Swing 
RHET,1302,506,4,5,3,,1,,,1,,,,,2,0,"Ali, Shazia",,,,,,shazia,ali shazia,Rhetoric 
VPAS,3300,501,2,4,1,3,4,,,1,,,,,1,0,"Curchack, Fred",,,,,,curchack,fred curchack,Elements of Art and Performance 
COMD,7V82,001,,6,9,1,,,,,,,,,,0,"Goffman, Lisa A",,,,,,lag160930,,Special Topics in Communication Disorders 
HCS,7320,001,,13,1,2,,,,,,,,,,0,"Abdi, Herve","Yu, Ju-Chi",,,,,herve,herve abdi,Topics in Multivariate Data Analysis using R 
NSC,4353,105,6,7,2,,,,,,,,,,1,0,"Raboune, Siham","Lenert, Melissa E",,,,,sxr180071,siham raboune,Neuroscience Laboratory Methods 
PSY,3350,001,,6,,,3,3,2,1,,,,,,1,"Ulatowska, Hanna K",,,,,,hanna,hanna ulatowska,Psychology of Communication 
PSY,4359,501,1,6,,,5,,,2,,,,,2,0,"Rypma, Bart P","Himes, Lyndahl M",,,,,bpr061000,bart rypma,Cognitive Neuroscience 
