Subject,Catalog Nbr,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,CR,NC,P,W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,instructor_id,instructor_name_normalized,title
EECT,6378,001,,4,3,2,,,,,,,,,1,,,,0,"Lee, Hoi","Cheng, Qi",,,,,hxl054000,hoi lee,Power Management Circuits 
EECT,7325,001,,4,6,2,,,,,,,,,,,,,0,"Sechen, Carl","Jain, Apurva",,,,,cms057000,carl sechen,Advanced VLSI Design 
EEDG,5325,501,,20,,,,,,,,,,,,,,,0,"Swartz, William P","Xu, Xiangyu",,,,,wps100020,william swartz,Hardware Modeling Using HDL 
EEDG,6301,001,,14,,,,,,,,,,,,,,,0,"Swartz, William P","Tellakula, Suraag S",,,,,wps100020,william swartz,Advanced Digital Logic 
EEDG,6303,001,,3,7,1,,,1,,,,,,,,,1,2,"Nourani, Mehrdad","Sears, Mark R",,,,,nourani,mehrdad nourani,Testing and Testable Design 
EEDG,6306,001,,10,3,1,,,,1,,,,,,,,,0,"Zhou, Dian","Wang, Yifan",,,,,zhoud,dian zhou,Application Specific Integrated Circuits Design 
EEGR,6316,001,,1,3,4,,2,1,,,,,,,,,,0,"Gu, Qing",,,,,,qxg160030,,Fields and Waves 
EEMF,6319,501,,7,3,,,,,,,,,,,,,,0,"Frensley, William","Liu, Jinbo",,,,,frensley,william frensley,Quantum Physical Electronics 
EEPE,6354,001,,8,,2,,,,,,,,,,,,,0,"Akin, Bilal","Daniar, Ahmad",,,,,bxa123330,bilal akin,Power Electronics 
EERF,6311,501,,5,2,3,2,,,,,,,,,,,,0,"Henderson, Rashaunda M","Medina, Oscar F",,,,,rmh072000,rashaunda henderson,RF and Microwave Circuits 
EERF,6355,001,,2,2,2,3,1,,1,,,,,,,,,2,"Saad, Ricardo E","Xu, Xiangyu",,,,,rsaad,ricardo saad,RF and Microwave Amplifier Design 
EERF,6393,001,,12,6,2,1,,,,,,,,,,,5,1,"Heins, Matthew S","Baral, Ashwin Bhobani",,,,,msh130130,matthew heins,Microwave Power Amplifiers 
EERF,6395,001,,10,,,1,,3,1,,,,,,,,1,0,"Lehmann, Randall E","Sears, Mark R",,,,,rel041000,randall lehmann,RF and Microwave Systems Engineering 
EESC,6349,001,,7,2,4,2,,,,,,,,,,,,2,"Minn, Hlaing","Fan, Zhixuan",,,,,hxm025000,hlaing minn,Probability  Random Variables  and Statistics 
EESC,6363,001,,3,4,6,,,,,,,,,,,,3,0,"Kehtarnavaz, Nasser","Azarang, Arian",,,,,nxk019000,nasser kehtarnavaz,Digital Image Processing 
ENGR,2300,001,5,2,5,4,2,3,,2,4,2,1,,5,4,6,,6,"Khoobroo, Amir","Han, Weijie","Li, Chen",,,,axk144831,amir khoobroo,Linear Algebra for Engineers 
ENGR,2300,002,7,9,5,5,4,1,5,1,1,,,1,4,5,1,,3,"Al-Dhahir, Naofal M","Helwa, Sherief M",,,,,nxa028000,naofal al dhahir,Linear Algebra for Engineers 
ENGR,2300,004,18,4,5,6,4,3,3,1,,,,,1,,1,,4,"Ahmed, Shaheen","Leem, Seong-Gyun","Kucuk, Abdullah",,,,sxa176730,shaheen ahmed,Linear Algebra for Engineers 
ENGR,2300,006,5,6,5,4,3,6,2,2,4,,,,1,5,3,,5,"Mezenner, Rabah","Mahmoud, Mohamed H",,,,,rxm129730,rabah mezenner,Linear Algebra for Engineers 
ENGR,2300,007,4,6,7,4,6,1,5,6,,1,1,3,2,2,,,2,"Mezenner, Rabah","Lin, Wei-Cheng",,,,,rxm129730,rabah mezenner,Linear Algebra for Engineers 
ENGR,3300,001,,22,1,2,8,,,5,5,,2,1,,6,2,,2,"Lee, Jung S","Akbarzadeh, Sara","Zhang, Tianliang",,,,jls032000,jung lee,Advanced Engineering Mathematics 
ENGR,3300,002,3,10,2,4,8,,,4,4,2,4,,1,11,3,,0,"Lee, Jung S","Si, Qilin",,,,,jls032000,jung lee,Advanced Engineering Mathematics 
ENGR,3300,003,1,,5,8,26,4,2,1,,,,,,7,1,,0,"Fischetti, Massimo V",,,,,,mvf100020,massimo fischetti,Advanced Engineering Mathematics 
ENGR,3300,004,5,2,6,7,2,2,3,1,6,,1,2,1,6,4,,8,"Saad, Ricardo E","Azarang, Arian","Nourmohamadi, Hesam",,,,rsaad,ricardo saad,Advanced Engineering Mathematics 
ENGR,3300,005,7,1,5,6,3,6,1,1,2,,1,2,1,10,5,,4,"Saad, Ricardo E","Azarang, Arian","Nourmohamadi, Hesam",,,,rsaad,ricardo saad,Advanced Engineering Mathematics 
ENGR,3300,006,3,4,1,1,10,,1,3,8,3,6,1,,9,2,,2,"Lee, Jung S","Zhang, Tianliang","Akbarzadeh, Sara",,,,jls032000,jung lee,Advanced Engineering Mathematics 
ENGR,3300,007,,26,3,5,13,,,3,,,,,,6,,,0,"Ali, Mohammed Z","Mohamed, Ahmed M","Si, Qilin",,,,mohammed,ali mohammed,Advanced Engineering Mathematics 
ENGR,3341,001,,3,5,9,3,2,4,5,4,,,,3,7,4,,8,"Fonseka, John","Hassan, Rana A",,,,,kjp,john fonseka,Probability Theory and Statistics 
ENGR,3341,002,1,22,2,3,8,1,2,6,,,,,,10,,,2,"Ali, Mohammed Z","Mohamed, Ahmed M",,,,,mohammed,ali mohammed,Probability Theory and Statistics 
ENGR,3341,005,7,17,3,1,7,2,,,2,,,,5,10,2,,2,"Myers, Kathleen","Quayum, Ayon",,,,,kxm156530,kathleen myers,Probability Theory and Statistics 
ENGR,3341,006,1,23,6,3,9,4,,5,,,,,,4,,,2,"Ali, Mohammed Z","Upadhyay, Bhaskar R",,,,,mohammed,ali mohammed,Probability Theory and Statistics 
ENGR,3341,007,1,1,1,2,1,2,8,,6,,,4,5,15,5,,6,"Fonseka, John","Hassan, Rana A",,,,,kjp,john fonseka,Probability Theory and Statistics 
ENGR,3341,008,4,11,5,3,3,2,2,,1,,1,,6,8,3,,7,"Myers, Kathleen","Quayum, Ayon",,,,,kxm156530,kathleen myers,Probability Theory and Statistics 
ENGR,3341,501,3,35,3,7,2,1,,5,,,,,,,,,0,"Ali, Mohammed Z","Upadhyay, Bhaskar R",,,,,mohammed,ali mohammed,Probability Theory and Statistics 
ENGY,3301,001,,11,2,,,,,,,,,,,1,,,0,"Sibley, Daniel C","Wendel, Alexa P",,,,,dcs170002,daniel sibley,Managing Carbon Assets  Oil  Gas  and Coal 
ENGY,6330,501,,9,2,,,,,,,,,,,,,,0,"Sibley, Daniel C","Wendel, Alexa P",,,,,dcs170002,daniel sibley,Energy Law and Contracts 
ENTP,3301,001,,12,7,,15,4,2,3,1,,1,,,11,1,,3,"Kimzey, Jackie","Kathuria, Nishant",,,,,jxk092000,jackie kimzey,Innovation and Entrepreneurship 
ENTP,3301,002,,4,9,1,11,10,4,4,2,,1,,1,6,2,,3,"Kimzey, Jackie","Kathuria, Nishant",,,,,jxk092000,jackie kimzey,Innovation and Entrepreneurship 
ENTP,3301,003,2,18,26,7,3,2,2,,,,,,,1,,,0,"Nichols, Paul M",,,,,,pxn120030,paul nichols,Innovation and Entrepreneurship 
ENTP,3301,0W1,,15,,,20,,,3,,,,,1,8,,,1,"Pedigo, Madison F",,,,,,mfp013000,madison pedigo,Innovation and Entrepreneurship 
ENTP,3301,0W2,,14,,,19,,,6,,,,,2,7,,,1,"Pedigo, Madison F",,,,,,mfp013000,madison pedigo,Innovation and Entrepreneurship 
ENTP,3320,001,1,1,5,4,,,,,,,,,,,,,1,"Peck, Paul S",,,,,,psp012100,,Start-up Launch I 
ENTP,3360,001,,3,3,,2,2,,,,1,1,,,2,2,,1,"Baranchuk, Nina","Upadhyay, Mohit",,,,,nxb043000,nina baranchuk,Entrepreneurial Finance 
ENTP,4330,001,9,6,2,,3,4,5,1,,,,,5,2,,,3,"Welbourne Eleazar, Miranda J",,,,,,mjw160530,miranda welbourne eleazar,Entrepreneurial Marketing 
ENTP,4340,501,13,36,30,35,31,12,7,12,7,,6,,3,22,,,1,"Wright, Robert G","Lee, Minjung","Briseno, Joselyn A",,,,rgw091000,robert wright,Social Sector Entrepreneurship and Community Engagement 
ENTP,4350,001,,18,,,8,,,1,,,1,,2,,,,2,"Shah, Rajiv","Mathew, George",,,,,rxs079000,rajiv shah,Corporate Entrepreneurship 
ENTP,4V00,001,4,4,4,,,,,,,,,,,2,,,0,"Chambers, Bryan D","Liu, Yu",,,,,bdc160330,,Special Topics in Entrepreneurship 
ENTP,6370,0W1,,3,9,,,,,,,,,,1,,,2,0,"Kimzey, Jackie","Kathuria, Nishant",,,,,jxk092000,jackie kimzey,Innovation and Entrepreneurship 
ENTP,6370,501,,4,,3,2,1,,,,,,,,,,2,0,"Kimzey, Jackie","Kathuria, Nishant",,,,,jxk092000,jackie kimzey,Innovation and Entrepreneurship 
ENTP,6375,0W1,,8,,,2,,,,,,,,1,,,1,0,"Bochsler, Daniel C",,,,,,dcb091000,daniel bochsler,Technology and New Product Development 
ENTP,6380,502,,4,5,2,,,,,,,,,,,,,0,"Nichols, Paul M",,,,,,pxn120030,paul nichols,Market Entry Strategies 
ENVR,2302,001,4,5,1,2,3,,,3,1,,,,2,1,,,2,"Cummings, Anthony R",,,,,,arc131030,anthony cummings,The Global Environment 
EPCS,2200,001,,24,3,8,7,1,,,,,,,1,10,1,,2,"Bennett, Terrell R",,,,,,trb052000,terrell bennett,Engineering Projects in Community Service 
EPPS,1110,001,,30,,,9,,,3,,,1,,3,4,1,,5,"Lanham, Carol C","Gordon, Quinn T",,,,,ccl054000,carol lanham,Critical Issues in the Social Sciences 
EPPS,1110,002,,25,,,1,,,1,,,2,,,2,1,,2,"Lanham, Carol C","Gordon, Quinn T",,,,,ccl054000,carol lanham,Critical Issues in the Social Sciences 
EPPS,1110,003,,17,,,4,,,1,,,,,2,3,,,2,"Lanham, Carol C","Gordon, Quinn T",,,,,ccl054000,carol lanham,Critical Issues in the Social Sciences 
EPPS,2301,001,9,11,4,4,4,5,5,4,7,,2,,9,9,1,,17,"Kosiewicz, Holly","Meher, Shreyas R",,,,,hxk200027,holly kosiewicz,Research Design in the Social and Policy Sciences 
EPPS,2301,002,,19,2,2,3,6,1,,1,,,,1,,,,4,"Park, Yongjun",,,,,,yxp171730,,Research Design in the Social and Policy Sciences 
EPPS,2301,003,2,7,1,6,5,,2,,,,5,,5,1,2,,3,"Dean, Denis J",,,,,,djd081000,denis dean,Research Design in the Social and Policy Sciences 
EPPS,2302,001,,17,10,2,2,2,2,1,,,,,4,1,,,1,"Bray, Timothy M","Galvan, Anthony M","Farooq, Shahrukh",,,,tmb021000,timothy bray,Methods of Quantitative Analysis in the Social and Policy Sciences 
EPPS,2302,002,,,1,5,,,,1,,,,,,,,,5,"Tiefelsdorf, Michael",,,,,,mrt052000,michael tiefelsdorf,Methods of Quantitative Analysis in the Social and Policy Sciences 
EPPS,2302,003,10,9,4,1,3,1,,,,,1,,4,,,,3,"Islam, Iftekhairul",,,,,,ixi102020,,Methods of Quantitative Analysis in the Social and Policy Sciences 
EPPS,6302,001,,7,3,2,,,,,,,,,1,,,,1,"Ho, Karl",,,,,,kxh022100,karl ho,Methods of Data Collection and Production 
EPPS,6313,0W1,,16,,2,,,,1,,,,,3,,,,3,"Bray, Timothy M",,,,,,tmb021000,timothy bray,Introduction to Quantitative Methods 
EPPS,6313,502,,11,5,9,1,,,,,,,,,,,,2,"Gorina, Evgenia","Rogers, Amanda",,,,,exg131830,evgenia gorina,Introduction to Quantitative Methods 
EPPS,6316,501,,2,2,2,3,3,1,,,,,,1,,,,5,"Tiefelsdorf, Michael","Yang, Yalin",,,,,mrt052000,michael tiefelsdorf,Applied Regression 
EPPS,6346,001,,17,5,,,,,,,,,,,,,,0,"Alexander, Bobby",,,,,,bcalex,bobby alexander,Qualitative Research Orientation 
EPPS,6356,001,,15,4,,,,,,,,,,1,,,,1,"Ho, Karl",,,,,,kxh022100,karl ho,Data Visualization 
EPPS,7313,501,,5,4,4,3,1,1,,,,,,,,,,2,"Kim, Dohyeong",,,,,,dxk132530,dohyeong kim,Descriptive and Inferential Statistics 
EPPS,7370,001,,3,,10,,,,,,,,,,,,2,0,"Brandt, Patrick",,,,,,pxb054000,patrick brandt,Time Series Analysis I 
EPPS,7386,001,,18,,,,,,,,,,,1,,,,2,"Clarke, Harold D",,,,,,hclarke,harold clarke,Survey Research 
FILM,1303,001,18,11,4,3,2,2,1,1,,1,,,,2,1,,2,"Almroani, Nouf Mfdhi H",,,,,,nma160130,nouf mfdhi almroani,Transnational Film and Video 
FILM,2332,001,2,9,8,13,8,15,8,5,5,6,3,,9,16,4,,8,"Petty, John E","Wensel, Laurence L",,,,,jep140330,john petty,Understanding Film 
FILM,2332,501,5,13,25,21,10,13,4,1,5,2,2,,6,2,4,,6,"Dillard, Clayton","Lyon, Tara L",,,,,cxd190016,clayton dillard,Understanding Film 
FILM,2332,HN1,6,6,7,1,1,1,,,,,,,,2,,,1,"McLean, Adrienne L",,,,,,amclean,adrienne mclean,Understanding Film 
FILM,3325,001,1,27,3,,1,1,,2,,,,,2,,1,,1,"Warren, Shilyh J",,,,,,sjw120030,shilyh warren,Film Authorship 
FIN,3300,001,,23,,,8,,,3,,,3,,,2,2,,2,"Lynch, Julie","Upadhyay, Mohit",,,,,jxl180030,julie lynch,Personal Finance 
FIN,3305,001,1,5,3,,10,3,,3,2,,,,,8,,,1,"Guttery, Randall","Wen, Yaxin",,,,,rxg112530,randall guttery,Real Estate Principles 
FIN,3305,002,,4,,,11,,,3,,,2,,1,5,,,2,"Lynch, Julie","Upadhyay, Mohit",,,,,jxl180030,julie lynch,Real Estate Principles 
FIN,3305,502,1,5,1,,11,,,3,,,,,,10,1,,1,"Guttery, Randall","Wen, Yaxin",,,,,rxg112530,randall guttery,Real Estate Principles 
FIN,3320,001,,2,3,3,4,,1,1,,,,,,3,,,1,"Lee, Pil-Seng",,,,,,pxl132230,pil seng lee,Business Finance 
FIN,3320,002,4,5,2,3,1,2,,1,2,,2,3,,10,5,,5,"Kim, Sang Hyun",,,,,,sxk158231,sang hyun kim,Business Finance 
FIN,3320,003,3,7,3,1,2,,,3,1,2,3,,1,8,1,,10,"Cordell, David M","Kambiri, Prerak",,,,,dmc012300,david cordell,Business Finance 
FIN,3320,004,4,6,2,5,7,,2,,1,1,,1,2,13,2,,3,"Gurun, Ayfer",,,,,,axg119030,ayfer gurun,Business Finance 
FIN,3320,005,,12,7,7,8,5,,1,,,,,,5,,,3,"Khanapure, Revansiddha B","Tanwani, Vineeta",,,,,rbk160130,revansiddha khanapure,Business Finance 
FIN,3320,006,8,6,3,10,2,3,2,1,,1,,1,1,7,,,2,"Xu, Jiadi",,,,,,jxx170330,,Business Finance 
FIN,3320,007,4,19,,2,3,,,2,,,1,,,4,,,0,"Zhu, Yifan",,,,,,yxz166130,yifan zhu,Business Finance 
FIN,3320,008,4,6,8,5,2,,2,4,1,1,,1,4,9,1,,1,"Gurun, Ayfer",,,,,,axg119030,ayfer gurun,Business Finance 
FIN,3320,009,4,6,5,,2,3,,,1,,2,1,1,18,1,,4,"Kim, Sang Hyun",,,,,,sxk158231,sang hyun kim,Business Finance 
FIN,3320,010,2,4,5,2,5,2,1,,2,7,,,1,9,1,,3,"Cordell, David M","Kambiri, Prerak",,,,,dmc012300,david cordell,Business Finance 
FIN,3320,011,,4,6,7,8,8,4,,,,,,2,5,1,,3,"Rebello, Michael J",,,,,,mjr071000,michael rebello,Business Finance 
FIN,3320,0E1,,9,7,5,3,5,,1,1,2,,,6,4,,,5,"Kaur, Dupinderjeet","Tembhurne, Sumit",,,,,dxk110730,dupinderjeet kaur,Business Finance 
FIN,3320,0W1,2,13,3,4,10,4,,4,,,2,,1,13,1,,3,"Manzi, Jeff",,,,,,jxm158130,jeffrey manzi,Business Finance 
FIN,3320,0W2,3,14,5,2,4,2,,1,4,,,,,22,,,2,"Peabody, Stephen D",,,,,,sdp093020,,Business Finance 
FIN,3320,0W3,3,10,15,2,3,5,1,1,1,,2,,,12,,,3,"Peabody, Stephen D",,,,,,sdp093020,,Business Finance 
FIN,3320,501,4,7,5,2,5,3,,3,1,,1,,2,14,1,,5,"Peabody, Stephen D",,,,,,sdp093020,,Business Finance 
FIN,3320,502,,6,8,7,8,1,1,,1,,,,1,1,,,2,"Khanapure, Revansiddha B","Tanwani, Vineeta",,,,,rbk160130,revansiddha khanapure,Business Finance 
FIN,3330,001,10,13,,4,10,,2,,,,,,1,2,,,0,"Chapman, Juliann G","Tennyson, Sephode P",,,,,jgc160130,juliann chapman,Personal Financial Planning 
FIN,3330,002,13,20,,4,5,,1,2,,,,,1,1,,,1,"Chapman, Juliann G","Tennyson, Sephode P",,,,,jgc160130,juliann chapman,Personal Financial Planning 
FIN,3330,003,23,20,,4,1,,,,,,,,,,,,0,"Chapman, Juliann G","Tennyson, Sephode P",,,,,jgc160130,juliann chapman,Personal Financial Planning 
FIN,3330,004,16,14,,9,5,,1,,,,,,,1,,,0,"Chapman, Juliann G","Tennyson, Sephode P",,,,,jgc160130,juliann chapman,Personal Financial Planning 
FIN,3340,501,23,21,18,3,2,,,,1,,,,1,1,,,2,"Molina, Stephen","Wendel, Alexa P",,,,,sxm163630,stephen molina,Regulation of Business and Financial Markets 
FIN,3350,001,4,6,3,2,5,1,1,3,1,,,,,6,,,2,"Rivera Mesias, Alejandro","Sharma, Abhishek",,,,,axr150331,alejandro rivera mesias,Financial Markets and Institutions 
FIN,3350,002,3,2,1,3,3,1,1,,,,,,,2,1,,1,"Rivera Mesias, Alejandro","Sharma, Abhishek",,,,,axr150331,alejandro rivera mesias,Financial Markets and Institutions 
FIN,3360,001,1,10,13,6,6,3,3,1,1,2,1,,1,3,,,0,"Baranchuk, Nina","Upadhyay, Mohit",,,,,nxb043000,nina baranchuk,Entrepreneurial Finance 
FIN,3365,001,11,11,3,6,18,2,,4,,1,,,3,4,,,0,"DeCourcy, George A",,,,,,gad075000,george decourcy,Real Estate Finance and Principles 
FIN,3370,001,1,5,10,3,4,1,1,,1,,,,1,1,,,1,"Haynes, Steven",,,,,,sxh102420,steven haynes,Principles of Risk Management and Insurance 
FIN,3370,002,4,8,6,8,6,6,,,,,2,,1,3,,,0,"Haynes, Steven","Kandoi, Sidharth",,,,,sxh102420,steven haynes,Principles of Risk Management and Insurance 
FIN,3380,001,1,3,17,8,2,3,6,5,1,,,,1,8,,,1,"Gurun, Ayfer",,,,,,axg119030,ayfer gurun,International Financial Management 
FIN,3390,001,18,5,5,3,2,1,,1,2,1,,,,6,1,,0,"El-Ashmawi, Amal H","Ramesh Vasisht, Sudhanva",,,,,ahe013000,amal el ashmawi,Introduction to Financial Modeling 
FIN,3390,002,5,2,7,4,5,4,,1,1,,,1,1,4,1,,4,"El-Ashmawi, Amal H","Ramesh Vasisht, Sudhanva",,,,,ahe013000,amal el ashmawi,Introduction to Financial Modeling 
FIN,3390,003,13,5,2,2,1,1,2,2,2,,1,1,1,5,1,,2,"El-Ashmawi, Amal H","Ramesh Vasisht, Sudhanva",,,,,ahe013000,amal el ashmawi,Introduction to Financial Modeling 
FIN,3390,004,,20,3,4,2,2,1,,3,,,,2,4,,,3,"Kaur, Dupinderjeet","Tembhurne, Sumit",,,,,dxk110730,dupinderjeet kaur,Introduction to Financial Modeling 
FIN,3390,502,,18,5,4,,2,3,,3,1,,,1,2,1,,1,"Kaur, Dupinderjeet","Tembhurne, Sumit",,,,,dxk110730,dupinderjeet kaur,Introduction to Financial Modeling 
FIN,3395,501,,12,7,2,1,3,1,,1,,,,3,6,,,2,"Kaur, Dupinderjeet","Tembhurne, Sumit",,,,,dxk110730,dupinderjeet kaur,Financial Modeling and Valuation 
FIN,4300,001,,4,3,,5,,2,3,,1,3,,1,2,1,,4,"Wei, Kelsey D","Guo, Shujian",,,,,kdw061000,kelsey wei,Investment Management 
FIN,4300,002,,6,2,,2,,1,1,,1,2,,,4,3,,3,"Wei, Kelsey D","Guo, Shujian",,,,,kdw061000,kelsey wei,Investment Management 
FIN,4300,003,,11,12,5,2,1,,,1,,,,,6,,,3,"Saretto, Alessio","Kelly, Matthew L",,,,,axs125732,alessio saretto,Investment Management 
FIN,4300,501,,4,9,6,11,,3,3,,,,,,5,,,0,"Khanapure, Revansiddha B","Tanwani, Vineeta",,,,,rbk160130,revansiddha khanapure,Investment Management 
FIN,4307,001,11,22,4,,,,,,,,,,,,,,0,"Furst, Jack D",,,,,,jdf170030,jack furst,Private Equity 
FIN,4310,001,6,4,5,4,1,,,1,3,1,3,1,3,4,2,,1,"Meier, Jean-Marie","Oyima-Antseleve, Ndackyssa",,,,,jmm172030,jean marie meier,Intermediate Financial Management 
FIN,4310,002,8,4,4,3,3,,1,3,,3,1,,2,4,4,,0,"Meier, Jean-Marie","Oyima-Antseleve, Ndackyssa",,,,,jmm172030,jean marie meier,Intermediate Financial Management 
FIN,4310,501,4,2,2,1,4,1,2,3,3,,2,,3,,5,,2,"Meier, Jean-Marie","Oyima-Antseleve, Ndackyssa",,,,,jmm172030,jean marie meier,Intermediate Financial Management 
FIN,4310,503,3,7,3,3,4,2,1,,1,1,1,,,8,,,3,"Smith, Jake A",,,,,,jas171530,,Intermediate Financial Management 
FIN,4328,501,,2,,,7,,,2,,,,,1,,,,3,"Lynch, Julie","Upadhyay, Mohit",,,,,jxl180030,julie lynch,Real Estate Valuation 
FIN,4331,001,2,7,1,2,1,1,1,2,,,,,,,,,0,"Haynes, Steven",,,,,,sxh102420,steven haynes,Business Liability Risk Management and Insurance 
FIN,4333,501,2,1,1,4,,2,,1,,,,,,,,,1,"Haynes, Steven",,,,,,sxh102420,steven haynes,Enterprise Risk Management 
FIN,4340,001,2,7,7,3,,1,,,2,,,,1,,1,,1,"Saretto, Alessio","Kelly, Matthew L",,,,,axs125732,alessio saretto,Options and Futures Markets 
FIN,4345,501,6,9,6,1,1,1,,,2,1,1,1,,1,,,0,"Ma, Liping","Sharma, Abhishek",,,,,lxm133730,liping ma,Financial Information and Analysis 
FIN,6253,XS1,,21,6,3,3,,,,,,,,,,,,0,"Reichert, Carolyn A",,,,,,carolyn,carolyn reichert,
FIN,6300,0W1,,7,5,3,3,1,,,,,,,1,,,1,1,"Cordell, David M","Kambiri, Prerak",,,,,dmc012300,david cordell,Personal Finance 
FIN,6301,002,,33,6,3,8,,1,,,,,,2,,,2,1,"Xiao, Steven","Oyima-Antseleve, Ndackyssa",,,,,sxx150930,steven xiao,Financial Management 
FIN,6301,0W1,,32,6,2,4,3,,,,,,,,,,,0,"El-Ashmawi, Amal H",,,,,,ahe013000,amal el ashmawi,Financial Management 
FIN,6301,501,,35,10,,9,,,,,,,,1,,,2,2,"Xiao, Steven","Oyima-Antseleve, Ndackyssa",,,,,sxx150930,steven xiao,Financial Management 
FIN,6301,GW1,,24,5,3,9,1,1,,,,,,1,,,3,0,"Reichert, Carolyn A",,,,,,carolyn,carolyn reichert,
FIN,6301,MBC,,15,10,4,5,,,2,,,,,,,,20,2,"Reichert, Carolyn A",,,,,,carolyn,carolyn reichert,
FIN,6307,0W1,,3,2,4,1,4,,,,,,,2,,,1,3,"Ma, Liping","Sharma, Abhishek",,,,,lxm133730,liping ma,Mathematical Methods for Finance 
FIN,6307,501,,11,5,1,8,1,,,,,,,,,,9,2,"Ma, Liping","Sharma, Abhishek",,,,,lxm133730,liping ma,Mathematical Methods for Finance 
FIN,6308,0W1,,8,5,2,5,,,1,,,,,,,,3,2,"Lewin, Peter","Josyula, Chandramouli Niranjan",,,,,plewin,peter lewin,Regulation of Business and Financial Markets 
FIN,6310,501,,8,2,6,2,2,,,,,,,,,,8,0,"Xu, Yexiao","Wen, Yaxin",,,,,yexiaoxu,yexiao xu,Investment Theory and Practice 
FIN,6314,0W1,,13,2,4,8,,,,,,,,,,,8,0,"Manzi, Jeff",,,,,,jxm158130,jeffrey manzi,Fixed Income Securities 
FIN,6315,501,,4,4,2,1,1,,,,,,,,,,1,2,"Shah, Rajiv","Mathew, George",,,,,rxs079000,rajiv shah,Entrepreneurial Finance 
FIN,6318,001,,10,4,4,2,1,,1,,,,,,,,6,0,"Xu, Yexiao","Wen, Yaxin",,,,,yexiaoxu,yexiao xu,Analytics of Finance 
FIN,6321,501,,5,1,,6,,,,,,,,,,,3,0,"Guttery, Randall","Wen, Yaxin",,,,,rxg112530,randall guttery,Introduction to Real Estate 
FIN,6322,0W1,,28,6,3,1,,,,,,,,,,,5,0,"DeCourcy, George A",,,,,,gad075000,george decourcy,Real Estate Finance and Investment 
FIN,6325,501,,6,,2,2,,1,,,,,,,,,2,1,"Rivera Mesias, Alejandro","Sharma, Abhishek",,,,,axr150331,alejandro rivera mesias,Macroeconomics and Financial Markets 
FIN,6350,501,,7,1,3,4,1,,,,,,,,,,4,0,"Baranchuk, Nina","Upadhyay, Mohit",,,,,nxb043000,nina baranchuk,Advanced Corporate Finance 
FIN,6352,501,,11,5,5,1,2,1,1,,,,,,,,3,4,"Springate, David J","Tanwani, Vineeta",,,,,spring8,david springate,Financial Modeling For Valuation 
FIN,6357,501,,10,2,2,,,,,,,,,,,,,0,"Springate, David J","Tanwani, Vineeta",,,,,spring8,david springate,Corporate Restructuring and Turnarounds 
FIN,6360,001,,12,28,12,,,,,,,,,,,,5,0,"Saretto, Alessio","Kelly, Matthew L",,,,,axs125732,alessio saretto,Derivatives Markets 
FIN,6364,501,,3,9,3,,,,,,,,,,,,,1,"Zhang, Huibing",,,,,,hxz054000,huibing harold zhang,Portfolio Analysis and Management 
FIN,6392,001,,13,7,5,2,1,,,,,,,,,,8,0,"Zheng, Zhiqiang",,,,,,zxz062000,zhiqiang zheng,Financial Technology and Blockchain 
FIN,7345,001,,6,2,1,,,,,,,,,,,,1,0,"Wei, Kelsey D",,,,,,kdw061000,kelsey wei,Topics in Empirical Corporate Finance 
FREN,1311,001,,10,,,1,,,1,,,,,1,,,,2,"Fettouh, Maha K",,,,,,mkf101020,maha fettouh,Beginning French I 
FTEC,6301,FH1,,5,5,3,,,,,,,,,,,,,0,"Gurun, Umit","Holstead, Cameron",,,,,ugg041000,umit gurun,
FTEC,6310,FH1,,2,5,5,1,,,,,,,,,,,,0,"Scott, James A",,,,,,jas076100,james scott,
FTEC,6312,FH1,,2,5,3,3,,,,,,,,,,,,0,"Scott, James A",,,,,,jas076100,james scott,
FTEC,6313,FH1,,1,5,4,2,1,,,,,,,,,,,0,"Song, Liugen",,,,,,lxs190018,liugen song,
FTEC,6321,FH1,,2,1,3,3,1,,1,,,,,,,,3,0,"Lois, Brian",,,,,,,brian lois,
FTEC,6334,FH1,,14,,,,,,,,,,,,,,,0,"Zemoodeh, Amir",,,,,,axz120930,amir zemoodeh,
GEOG,2302,001,3,6,1,5,,3,1,,2,1,,,,1,,,1,"Cummings, Anthony R",,,,,,arc131030,anthony cummings,The Global Environment 
GEOG,2303,001,8,10,3,2,2,2,,,1,,,,1,,1,,2,"Vakulenko, Irina","Chen, Meifang",,,,,iav081000,irina vakulenko,People and Place  An Introduction to World Geographic Regions 
GEOG,3304,001,5,7,,,1,,,,,,,,,,1,,1,"Dean, Denis J",,,,,,djd081000,denis dean,Principles of Geospatial Information Sciences 
GEOG,3357,001,8,9,9,4,2,1,2,2,1,,1,2,1,,,,1,"Vakulenko, Irina","Chen, Meifang",,,,,iav081000,irina vakulenko,Spatial Dimensions of Health and Disease 
GEOG,3377,501,4,9,5,5,3,3,,,,,1,,,,,,2,"Vakulenko, Irina","Chen, Meifang",,,,,iav081000,irina vakulenko,Urban Planning and Policy 
GEOG,3382,501,6,3,5,,1,,,2,,,,1,,,,,0,"Vakulenko, Irina","Chen, Meifang",,,,,iav081000,irina vakulenko,Russia  Yesterday  Today  and Tomorrow 
