Subject,Catalog Number,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,instructor_id,instructor_name_normalized,title
HMGT,6401,AH6,,33,8,2,,,,,,,,,1,,"Blumoff, Ronald L","Kaiser, Robert C",,,,,,ronald blumoff,
OPRE,4310,001,3,4,7,9,6,11,1,3,,,,,,,"Ramanathan, Kannan","Zhang, Chen","Wang, Wan-Jung",,,,kxr087000,kannan ramanathan,Lean and Six Sigma Processes 
BPS,4305,008,15,7,7,3,4,1,1,2,1,,,,1,,"Carraher, Shawn M",,,,,,smc130730,shawn carraher,Strategic Management 
BPS,4305,009,20,9,,3,7,,,3,,1,1,,,,"Carraher, Shawn M",,,,,,smc130730,shawn carraher,Strategic Management 
BIOL,2111,006,1,5,3,4,9,5,4,10,2,1,,,,,"Burr, John G",,,,,,burr,john burr,Introduction to Modern Biology Workshop I 
CRIM,3310,001,19,15,5,1,,3,,,,,,,2,,"Polk, Elmer O","Yim, Haneul",,,,,peo091000,elmer polk,Youth Crime and Justice 
BA,3200,003,5,35,1,1,2,1,,,,,,,,,"Berardi, Caryn S",,,,,,cds110030,caryn berardi,Introduction to Business and Professional Development 
BCOM,4350,010,1,9,14,7,4,5,3,1,,,,,1,,"Lookadoo, Kathryn","Tanabe, Takuma",,,,,kxl164330,kathryn lookadoo,Advanced Business Communication 
BPS,4305,002,1,18,,8,16,,1,,,,1,,,,"Chasteen, Larry H","Bai, Xiaoou",,,,,chasteen,larry chasteen,Strategic Management 
BCOM,4350,003,4,20,8,4,5,2,,,,,2,,,,"Lawson, Kristen A","Ogunjobi, Olufunke A",,,,,kal110030,kristen lawson,Advanced Business Communication 
HMGT,3311,001,,19,10,6,5,,4,1,,,,,,,"Barden, John P","Anwer, Jordan J",,,,,jpb063000,john barden,Healthcare Accounting 
MKT,4330,001,3,8,3,6,11,1,4,9,,,,,,,"Pacyna, Sandra",,,,,,sxp158130,sandra pacyna,Digital and Internet Marketing 
BIOL,3V00,001,14,19,8,1,1,,,2,,,,,,,"Sapozhnikov, Ilya",,,,,,isapoz,ilya sapozhnikov,Topics in Biological Sciences 
BCOM,4350,005,3,25,10,3,3,1,,,,,,,,,"Lawson, Kristen A","Ogunjobi, Olufunke A",,,,,kal110030,kristen lawson,Advanced Business Communication 
ITSS,3200,001,10,14,5,10,3,2,,1,,,,,,,"Watson, John M",,,,,,jmw077000,john watson,Introduction to Business and Professional Development 
BA,1100,002,,20,5,3,2,,,1,,,2,,12,,"Henderson, Tom","Kathpalia, Ashutosh",,,,,txh093000,tom henderson,Business Basics 
BCOM,4350,501,25,9,3,1,1,,4,,,,,,2,,"Layne, Raini M",,,,,,rml081000,raini layne,Advanced Business Communication 
MATH,2413,012,1,5,4,6,3,2,2,3,3,1,,3,12,,"Akbar, Mohammad M",,,,,,mma110020,mohammad akbar,Differential Calculus 
CS,6314,002,,25,9,7,4,,,,,,,,,,"Yuruk, Nurcan",,,,,,nxy140530,nurcan yuruk,Web Programming Languages 
MIS,6308,0W1,,7,16,13,5,,,3,,,,,1,,"Raghunathan, Srinivasan","Kumar, Jitendra",,,,,sraghu,srinivasan raghunathan,System Analysis and Project Management 
CS,6363,005,,13,15,17,,,,,,,,,,,"Bereg, Sergey","Zhang, Shuai",,,,,sxb027100,sergey bereg,Design and Analysis of Computer Algorithms 
BBSU,1100,013,40,2,,,,,2,,,,,,1,,"Jordan, Katy J",,,,,,kjj073000,katy jordan,First Year Seminar 
CS,3354,003,2,6,8,8,6,5,2,3,2,2,1,,,,"Wei, Shiyi","Mordahl, Austin S","Vellingiri, Shanthi",,,,sxw174630,shiyi wei,Software Engineering 
BCOM,4350,004,2,29,7,1,3,1,1,1,,,,,,,"Smallwood, Margaret G","Babayemi, Opeyimika O",,,,,meg012400,margaret smallwood,Advanced Business Communication 
ENGR,3341,006,3,11,,4,12,4,2,8,,,,1,1,,"Ali, Mohammed Z","Mitra, Arkadeep","Hasan, Md Imrul",,,,mohammed,ali mohammed,Probability Theory and Statistics 
CS,1200,502,,27,8,1,3,,3,,,,1,,3,,"Smith, Klyne",,,,,,kxs180052,klyne smith,Introduction to Computer Science and Software Engineering 
HMGT,3310,501,14,7,13,1,6,3,1,,1,,,,,,"Tesmer, Kristin M",,,,,,kmj063000,kristin tesmer,Healthcare Regulatory Environment 
BIOL,3V00,501,20,16,3,,4,3,,,,,,,,,"Sapozhnikov, Ilya",,,,,,isapoz,ilya sapozhnikov,Topics in Biological Sciences 
OPRE,6362,001,,10,16,6,10,3,,1,,,,,,,"Alborz, Shawn",,,,,,sxa063000,shawn alborz,Project Management in Engineering and Operations 
HUMA,1301,010,12,26,,5,,,,2,,,,,1,,"Anjum, Zafar",,,,,,zxa110730,zafar anjum,Exploration of the Humanities 
OPRE,3310,008,4,9,5,4,11,8,3,2,,,,,,,"Parks, David","Takasi, Venkanna Dora Goutham",,,,,dxp153830,david parks,Operations Management 
ACCT,6305,501,,12,11,13,6,3,1,,,,,,,,"Ozel, Naim Bugra","Holstead, Cameron",,,,,nbo150030,naim ozel,Accounting for Managers 
BA,1100,009,18,7,3,3,1,3,3,3,,1,2,,2,,"Johnson, Jillian",,,,,,jlm171130,jillian johnson,Business Basics 
HMGT,6405,AS1,,45,1,,,,,,,,,,,,"McCracken, John",,,,,,,john mccracken,
MKT,3340,001,23,11,7,1,2,1,,1,,,,,,,"Kamatham, Sriharsha",,,,,,sxk152031,sriharsha kamatham,Marketing Research 
BIOL,2111,011,5,6,7,3,2,8,3,5,2,1,2,2,,,"Srikanth, Uma",,,,,,ukrish,uma srikanth,Introduction to Modern Biology Workshop I 
CRIM,3326,001,3,9,6,3,11,3,4,3,1,,1,,,,"Jacobs, Bruce A",,,,,,baj034000,bruce jacobs,Victimless Crimes 
MIS,6204,MBC,,20,13,1,9,1,,1,,,,,,,"Hefley, William E","Ozdemir, Dicle Yagmur",,,,,weh150130,william hefley,
CLDP,3342,501,9,1,10,9,8,6,1,2,,,1,,,,"Barfoot, John W","Peskova, Olga",,,,,jwb043000,john barfoot,Exceptional Children 
BA,1100,010,16,3,7,1,2,1,,3,2,2,3,1,6,,"Hinojosa, Nick G",,,,,,ngh061000,nick hinojosa,Business Basics 
MATH,1325,004,4,5,13,1,2,5,3,5,5,1,1,,2,,"Stanford, Paul H",,,,,,phs031000,paul stanford,Applied Calculus I 
ATCM,2303,004,,11,11,14,5,5,1,,,,,,,,"Oropallo, Kara I","Enam, Victor J",,,,,kio160030,kara oropallo,Project Management for Arts  Technology  and Emerging Communication I 
ATCM,3388,002,2,6,14,13,6,4,1,1,,,,,,,"Lee, Angela M","Ward, Andrew S",,,,,aml140530,angela lee,Attitudes and Behaviors 
ECS,1100,022,17,14,,2,,3,2,2,1,,1,,5,,"Williams, Jaleah",,,,,,jxw161630,jaleah williams,Introduction to Engineering and Computer Science 
BCOM,3200,501,37,6,2,,2,,,,,,,,,,"Smallwood, James E",,,,,,jes094020,james smallwood,Introduction to Business and Professional Development 
ENGR,3300,004,3,3,4,6,3,1,5,3,6,1,6,1,5,,"Fischetti, Massimo V",,,,,,mvf100020,massimo fischetti,Advanced Engineering Mathematics 
EECT,6326,001,,8,10,9,10,7,,2,,,,,1,,"Liu, Jin","Xiong, Jiu",,,,,jinliu,jin liu,Analog Integrated Circuit Design 
NATS,1101,018,38,5,1,,1,,,1,,,,,1,,"Pujana, Ignacio",,,,,,pujana,ignacio pujana,Natural Sciences and Mathematics Freshman Seminar 
CS,6375,501,,24,15,8,,,,,,,,,,,"Nagar, Anurag","Dakshit, Sagnik",,,,,axn112530,anurag nagar,Machine Learning 
OB,6301,501,,30,13,2,,,1,1,,,,,,,"Hicks, Jeffrey N",,,,,,jnh061000,jeffrey hicks,Organizational Behavior 
MKT,6301,0W3,,16,6,5,14,6,,,,,,,,,"Pahwa, Parneet","Roshangarzadeh, Reza","Qian, Kun",,,,pxp030100,parneet pahwa,Marketing Management 
PSCI,4370,HN1,,46,,1,,,,,,,,,,,"Chin, Michelle L","Harpham, Edward",,,,,mlc140530,,Policy Making Process 
PSCI,4372,HN1,,47,,,,,,,,,,,,,"Daly, John A","Chin, Michelle L",,,,,jad105020,,Advocacy and Politics 
PSCI,4373,HN1,,47,,,,,,,,,,,,,"Swerdlow, Joel L","Chin, Michelle L",,,,,jls059000,,Politics of National Memory 
BA,1100,007,19,4,4,3,3,4,2,,2,,2,,4,,"McCrady, Victoria D",,,,,,vdm130030,victoria mccrady,Business Basics 
BA,1100,011,,23,2,3,1,1,1,2,,,4,,10,,"Henderson, Tom","Kathpalia, Ashutosh",,,,,txh093000,tom henderson,Business Basics 
BA,1100,015,5,1,4,2,3,1,1,3,3,2,1,4,17,,"Kaplan, Marilyn R",,,,,,mkaplan,marilyn kaplan,Business Basics 
BCOM,3200,001,,35,,3,4,,,2,,2,,,1,,"Newcomb, Rebecca G",,,,,,rgn100020,rebecca newcomb,Introduction to Business and Professional Development 
BPS,6310,MBC,,10,,,34,,,3,,,,,,,"Dess, Gregory","Kim, Dong Shin",,,,,ggd021000,gregory dess,
IMS,6204,MBC,,23,,,23,,,1,,,,,,,"Peng, Mike","Liao, Xin",,,,,mxp059000,mike peng,
IMS,3310,501,14,8,,1,2,2,5,1,3,2,3,1,2,,"Carraher, Shawn M",,,,,,smc130730,shawn carraher,International Business 
OPRE,6369,501,,22,,,23,,,2,,,,,,,"Deluke, Eugene","Gaglani, Kajal M",,,,,gxd052000,eugene deluke,Supply Chain Software 
ATCM,3388,001,1,15,14,4,6,3,2,1,1,1,,,,,"Lee, Angela M","Ward, Andrew S",,,,,aml140530,angela lee,Attitudes and Behaviors 
ECS,1100,012,8,28,,4,3,,1,1,,,,,3,,"Payne, Laura E",,,,,,lep170330,laura payne,Introduction to Engineering and Computer Science 
ECS,1100,021,14,6,1,5,4,1,1,2,,,2,4,8,,"Ntafos, Simeon",,,,,,ntafos,simeon ntafos,Introduction to Engineering and Computer Science 
BCOM,3200,502,35,10,2,,,,,1,,,,,,,"Smallwood, James E",,,,,,jes094020,james smallwood,Introduction to Business and Professional Development 
ITSS,4330,001,,4,6,13,13,6,4,2,,,,,,,"Owens, Dawn M","Pearam, Swetha S","Bao, Chenzhang",,,,dmo130130,dawn owens,Systems Analysis and Design 
ITSS,4370,501,4,6,7,16,6,6,1,1,1,,,,,,"Fuller, Tony F","Dandra, Pravin Basanna",,,,,tff170130,tony fuller,Information Technology Infrastructure Management 
MATH,1325,006,8,5,11,4,5,3,6,,1,1,1,2,1,,"Paudel, Ajaya B",,,,,,abp062000,ajaya paudel,Applied Calculus I 
MATH,1325,010,11,13,7,2,1,7,1,2,4,,,,,,"Foley, Manjula",,,,,,mxf091000,manjula samanmalee foley,Applied Calculus I 
MATH,1325,011,4,5,7,7,5,1,3,1,4,,4,2,5,,"Neustadter, Laurel",,,,,,lxn160230,laurel neustadter,Applied Calculus I 
MUSI,1306,004,15,29,3,,,1,,,,,,,,,"Salisbury, Linda J",,,,,,ljs130230,linda salisbury,Understanding Music 
THEA,1310,501,,46,,,1,,,1,,,,,,,"Baig, Maryam O",,,,,,baig,maryam baig,Understanding Theatre 
BMEN,3315,501,,22,3,3,7,5,3,2,2,,,,1,,"Cogan, Stuart","Gerami Fard, Negar",,,,,sxc149830,stuart cogan,Thermodynamics and Physical Chemistry in Biomedical Engineering 
ITSS,3300,013,,26,6,10,3,1,1,1,,,,,,,"Varma, Rashmi","Luo, Ning",,,,,rxv180014,rashmi varma,Information Technology for Business 
OBHR,3310,005,1,31,7,3,3,3,,,,,,,,,"Hicks, Jeffrey N",,,,,,jnh061000,jeffrey hicks,Organizational Behavior 
OBHR,3330,501,8,6,11,8,2,8,,,3,,,1,1,,"Ritchey, David B",,,,,,davidr,david ritchey,Introduction to Human Resource Management 
MATH,1314,006,,,2,1,4,10,4,6,3,4,3,2,9,,"McCary, Brady C",,,,,,bcm052000,brady mccary,College Algebra 
MUSI,1306,002,11,25,5,4,,,,2,1,,,,,,"Salisbury, Linda J",,,,,,ljs130230,linda salisbury,Understanding Music 
ATCM,2303,002,2,25,12,3,5,,,1,,,,,,,"Oropallo, Kara I","Enam, Victor J","Jennings, Christopher M",,,,kio160030,kara oropallo,Project Management for Arts  Technology  and Emerging Communication I 
CS,3354,002,1,6,6,6,9,5,4,6,1,1,1,,2,,"Paulk, Mark C","Chaparro Arenas, Oscar Javier","Dong, Hailiang",,,,mcp130030,mark paulk,Software Engineering 
ITSS,4360,001,2,9,13,8,11,5,,,,,,,,,"Howe, Nate","Shah, Ansh A",,,,,nxh141030,nate howe,Network and Information Security 
OBHR,3310,501,,16,13,5,3,4,4,2,,,,,1,,"Hicks, Jeffrey N",,,,,,jnh061000,jeffrey hicks,Organizational Behavior 
MATH,2413,025,4,4,4,1,4,5,6,3,3,2,2,,10,,"Khoury, Raja N",,,,,,rnk180000,raja khoury,Differential Calculus 
MUSI,1306,003,11,12,9,4,1,2,2,3,1,,1,,2,,"Jones, Eric",,,,,,exj180003,eric jones,Understanding Music 
THEA,1310,002,46,2,,,,,,,,,,,,,"Sanders, Christine",,,,,,cxs180032,christine sanders,Understanding Theatre 
CS,6320,001,,6,5,22,11,3,,1,,,,,,,"Moldovan, Dan I","Zhang, Linrui",,,,,moldovan,dan moldovan,Natural Language Processing 
ATCM,2303,001,,15,18,8,2,4,1,,,,,,,,"Oropallo, Kara I","Enam, Victor J",,,,,kio160030,kara oropallo,Project Management for Arts  Technology  and Emerging Communication I 
CE,4304,501,5,4,2,4,2,11,4,6,7,,1,,2,,"Ikram, Muhammad Z","Shahshahani, Masoud",,,,,mzi041000,muhammad ikram,Computer Architecture 
ECS,1100,001,31,9,2,,,2,,,2,1,,1,,,"Brown, Joshua",,,,,,jxb165130,,Introduction to Engineering and Computer Science 
ECS,1100,009,18,4,6,4,3,5,1,1,2,1,,1,2,,"Marroquin, Irene",,,,,,ixm033000,irene marroquin,Introduction to Engineering and Computer Science 
ECS,1100,010,3,23,5,2,4,1,1,3,,1,,1,4,,"Ntafos, Simeon",,,,,,ntafos,simeon ntafos,Introduction to Engineering and Computer Science 
ECS,1100,018,24,7,,5,2,4,2,,1,1,,,2,,"Sharman, Whitney",,,,,,wxs180011,,Introduction to Engineering and Computer Science 
ECS,1100,020,25,7,6,,3,,,,1,2,,,4,,"Brown, Joshua",,,,,,jxb165130,,Introduction to Engineering and Computer Science 
ECS,1100,501,21,12,5,2,,4,,,1,,,,3,,"Edwards, Tanisha N",,,,,,txe120530,,Introduction to Engineering and Computer Science 
ECS,1100,502,25,6,4,5,2,2,1,1,1,,,1,,,"Marroquin, Irene",,,,,,ixm033000,irene marroquin,Introduction to Engineering and Computer Science 
ITSS,3312,002,8,10,13,8,2,2,1,2,,,,,2,,"Varma, Rashmi","Ozdemir, Dicle Yagmur",,,,,rxv180014,rashmi varma,Object-Oriented Programming 
OBHR,3330,005,1,3,10,10,9,5,3,3,2,,1,,1,,"Meda, Edward","Mallavarapu, Vijay K",,,,,exm150330,edward meda,Introduction to Human Resource Management 
MATH,2413,018,3,4,6,7,5,7,3,1,1,2,,1,8,,"Duruoha, Adannah",,,,,,axd180037,adannah duruoha,Differential Calculus 
CS,4390,001,1,12,10,9,9,2,2,1,3,,,,,,"Nguyen, Nhut","Ozarslan, Omer F","Tran, Trung Hieu",,,,nhutnn,nhut nguyen,Computer Networks 
ECS,1100,019,22,7,3,1,3,2,2,1,3,,,,5,,"Pratt, Forrest",,,,,,fxp180007,forrest pratt,Introduction to Engineering and Computer Science 
FIN,3320,005,2,7,8,6,1,8,4,7,2,1,2,1,,,"Peabody, Stephen D","Wang, Hui",,,,,sdp093020,,Business Finance 
MKT,4334,001,1,15,16,8,5,1,1,,1,,,1,,,"Clifton, Scott",,,,,,sxc180077,scott clifton,Social Media Marketing 
MATH,1325,005,10,5,11,3,6,5,2,1,2,1,,2,1,,"Li, Changsong",,,,,,cxl109120,changsong li,Applied Calculus I 
ACCT,6373,0W1,,14,,,28,,,7,,,,,,,"Barden, John P","Anwer, Jordan J",,,,,jpb063000,john barden,Advanced External Auditing 
FIN,3320,006,3,5,6,6,11,4,4,4,3,1,1,1,,,"Peabody, Stephen D","Wang, Hui",,,,,sdp093020,,Business Finance 
IMS,3310,008,,15,13,3,4,10,1,2,1,,,,,,"Kaur, Vaneet",,,,,,vxk180029,vaneet kaur,International Business 
MKT,3300,007,,19,10,5,7,4,,2,1,1,,,,,"Meda, Edward","Jameei Osgouei, Ata",,,,,exm150330,edward meda,Principles of Marketing 
OBHR,3310,001,5,12,6,6,5,5,,5,4,,,,1,,"Ritchey, David B",,,,,,davidr,david ritchey,Organizational Behavior 
DANC,1310,001,18,21,2,,4,2,,,,,,,2,,"Johnson, Melissa A",,,,,,maj140430,melissa johnson,Understanding Dance 
CS,6314,001,,26,9,12,2,,,,,,,,,,"Yuruk, Nurcan",,,,,,nxy140530,nurcan yuruk,Web Programming Languages 
OBHR,3310,007,32,9,2,4,1,,,1,,,,,,,"Hazzard, Charles F","Kathpalia, Ashutosh",,,,,cxh056000,charles hazzard,Organizational Behavior 
ENGR,3341,004,8,3,8,4,11,3,3,6,3,,,,,,"Webb, Jennifer H","Upadhyay, Bhaskar R",,,,,jhw170130,jennifer webb,Probability Theory and Statistics 
MKT,3300,001,,6,,,27,,,16,,,,,,,"Bigham, Ernest P",,,,,,epb180001,ernest bigham,Principles of Marketing 
MKT,3300,0W1,,16,6,5,14,6,,1,1,,,,,,"Pahwa, Parneet","Qian, Kun","Roshangarzadeh, Reza",,,,pxp030100,parneet pahwa,Principles of Marketing 
MUSI,1306,005,,13,9,3,8,5,4,3,1,1,,,2,,"Palant, Jonathan",,,,,,jxp170230,jonathan palant,Understanding Music 
ACCT,6377,501,,29,18,2,,,,,,,,,,,"McCuistion, Dennis",,,,,,dxm094000,dennis mccuistion,Corporate Governance 
FIN,3360,001,,5,10,3,17,5,1,5,1,1,,,1,,"Pedigo, Madison F",,,,,,mfp013000,madison pedigo,Entrepreneurial Finance 
ACCT,6301,0W1,,14,12,11,3,4,2,1,,,,,2,,"Ali, Ashiq","Sandhu, Gurvinder",,,,,axa042200,ashiq ali,Financial Accounting 
BUAN,6346,001,,29,18,2,,,,,,,,,,,"Perez, Jerry","Sharma, Supriya",,,,,jxp180019,jerry perez,Big Data 
MIS,6308,002,,19,11,5,11,2,,1,,,,,,,"Raghunathan, Srinivasan","Kumar, Jitendra",,,,,sraghu,srinivasan raghunathan,System Analysis and Project Management 
BUAN,6398,002,,28,2,3,11,,1,4,,,,,,,"Alimirzaei, Athena","Armaghan, Milad",,,,,axa134231,athena alimirzaei,Prescriptive Analytics 
MIS,6360,0W1,,19,17,8,2,1,2,,,,,,,,"Thouin, Mark","Dogaroglu, Seckin",,,,,mxt083000,mark thouin,Agile Project Management 
THEA,1310,001,49,,,,,,,,,,,,,,"Sanders, Christine",,,,,,cxs180032,christine sanders,Understanding Theatre 
HMGT,6401,AS1,,48,,,1,,,,,,,,,,"McCracken, John",,,,,,,john mccracken,
ITSS,3312,001,7,9,5,11,6,6,2,3,,,,,,,"Veerasamy, Jeyakesavan","Ozdemir, Dicle Yagmur",,,,,veerasam,jeyakesavan veerasamy,Object-Oriented Programming 
MKT,3300,003,2,5,9,12,10,6,4,,,,,,1,,"Lim, Bo Ram",,,,,,bxl131330,bo ram lim,Principles of Marketing 
MKT,3300,012,2,10,5,6,13,3,3,3,,1,1,,2,,"Gafford, Jerome M",,,,,,jmg171130,jerome gafford,Principles of Marketing 
MKT,3300,014,1,9,5,18,13,3,,,,,,,,,"Corbin, Sonja C",,,,,,scc130530,sonja corbin,Principles of Marketing 
MKT,3300,017,,8,8,2,10,1,3,8,3,3,2,1,,,"Wu, Fang","Zihagh, Fereshteh",,,,,fxw052000,fang wu,Principles of Marketing 
OBHR,3310,002,5,18,,14,6,,3,1,,1,,,1,,"Wu, Junfeng","Guo, Nan",,,,,jxw175430,junfeng wu,Organizational Behavior 
OBHR,3310,009,3,6,10,7,6,4,6,1,2,1,2,,1,,"Olsztynska, Agnieszka",,,,,,axo027000,agnieszka olsztynska,Organizational Behavior 
NSC,4362,001,4,7,5,5,8,7,1,3,,,4,,5,,"Ploski, Jonathan E",,,,,,jep101000,jonathan ploski,Molecular Neuroscience 
BUAN,6341,002,,20,15,9,4,1,,,,,,,,,"Sohaee, Nassim","Patel, Mehul G",,,,,nxs045000,nassim sohaee,Applied Machine Learning 
CS,4390,002,,10,26,7,5,2,,,,,,,,,"Farago, Andras","Zhou, Shuang",,,,,farago,andras farago,Computer Networks 
ECS,1100,023,16,3,10,4,1,6,1,2,,1,2,2,2,,"Freeman, Brenda",,,,,,brf160230,,Introduction to Engineering and Computer Science 
ECS,1100,024,14,11,9,4,6,2,1,,1,,,,2,,"Freeman, Brenda",,,,,,brf160230,,Introduction to Engineering and Computer Science 
ECS,1100,026,17,4,3,2,5,3,3,3,3,2,,,5,,"Ntafos, Simeon",,,,,,ntafos,simeon ntafos,Introduction to Engineering and Computer Science 
FIN,6300,0W1,,10,17,3,16,3,,1,,,,,,,"Cordell, David M","Kirk, Steven B",,,,,dmc012300,david cordell,Personal Finance 
ITSS,3300,010,,12,10,13,4,,2,3,2,,1,2,1,,"Bose, Ranavir","Xie, Si",,,,,rxb132730,ranavir bose,Information Technology for Business 
SE,4485,001,,50,,,,,,,,,,,,,"Wong, Weichen E",,,,,,wew021000,weichen wong,
GOVT,2305,501,,6,8,1,6,5,4,4,5,2,,3,6,,"Lowe, Evan","Zengin, Abdullah Furkan","Gutierrez Mannix, Carlos Daniel","Mutesi, Mireille",,,exl171930,evan lowe,American National Government 
MIS,6326,0W1,,22,6,8,10,3,,,,,,,1,,"Ryu, Young","Shekhavat, Shivani",,,,,ryoung,young ryu,Data Management 
CS,3354,004,2,16,8,4,13,,2,1,1,2,1,,,,"Cankaya, Ebru C","Ashtiani, Omeed E",,,,,exc067000,ebru cankaya,Software Engineering 
BUAN,6320,005,,10,11,15,14,,,,,,,,,,"Scott, James A","Forqandoost Haqiqi, Sina",,,,,jas076100,james scott,Database Foundations for Business Analytics 
MKT,6330,0W1,,12,10,17,8,2,1,,,,,,,,"Biswas, Abhijit","Kumar, Sumeet","Jameei Osgouei, Ata",,,,axb019100,abhijit biswas,Brand Management 
CS,4337,503,11,13,8,4,3,5,1,2,2,1,,,,,"McMahan, Timothy","Desai, Takshak",,,,,txm173230,timothy mcmahan,Organization of Programming Languages 
MIS,6204,0W1,,23,,,19,,,7,,,,,1,,"Sarkar, Sumit","Srivastava, Smriti",,,,,sumit,sumit sarkar,Information Technology for Management 
HMGT,6320,0W1,,42,4,2,1,,1,,,,,,,,"Fleming, Forney F",,,,,,fwf081000,forney fleming,The American Healthcare System 
CS,6315,501,,43,,,7,,,,,,,,,,"Ates, Keven L","Belavadi, Vibha Chandramouli",,,,,atescomp,keven ates,Semantic Web 
BUAN,6356,503,,18,13,11,5,3,,,,,,,,,"Chatterjee, Sourav","Gupta, Aabhas",,,,,sxc180075,sourav chatterjee,Business Analytics With R 
MATH,1306,002,6,8,6,3,8,4,3,5,1,2,2,,2,,"Sutton, Julie","Singh, Aprajita",,,,,jxs158030,julie sutton,College Algebra for the Non-Scientist 
CS,1136,107,17,10,2,2,3,,5,3,,,3,,6,,"Vogel, Don G",,,,,,dgv130030,don vogel,Computer Science Laboratory 
CS,1136,118,27,1,3,1,3,2,2,1,1,,1,,9,,"Vogel, Don G",,,,,,dgv130030,don vogel,Computer Science Laboratory 
CS,1336,018,24,5,1,4,2,3,1,,3,,2,,6,,"Karami, Gity",,,,,,gxk180009,gity karami,Programming Fundamentals 
CS,1336,007,3,5,3,4,6,8,4,4,3,2,2,2,5,,"Le, Khiem V",,,,,,kvl140030,khiem le,Programming Fundamentals 
OBHR,4310,001,10,10,23,5,3,,,1,,,,,,,"McNulty, Diane S",,,,,,dmcnulty,diane mcnulty,Business Ethics 
OPRE,3310,007,,12,4,2,6,5,4,10,1,3,1,1,3,,"Kuo, Ching-Chung","Atulkumar, Bhavikshah",,,,,cxk162830,,Operations Management 
EERF,6311,501,,19,8,5,16,2,,2,,,,,,,"Henderson, Rashaunda M","Nahar, Lubaba M",,,,,rmh072000,rashaunda henderson,RF and Microwave Circuits 
ITSS,3300,009,,8,12,11,6,5,1,1,3,2,2,,1,,"Bose, Ranavir","Xie, Si",,,,,rxb132730,ranavir bose,Information Technology for Business 
ITSS,4353,001,1,5,8,2,16,3,5,9,1,2,,,,,"Cankaya, Hakki C","Khurana, Anmol",,,,,hcc072000,hakki cankaya,Business Analytics 
BUAN,6357,501,,52,,,,,,,,,,,,,"Johnston, Walter L",,,,,,wlj031000,walter johnston,Advanced Business Analytics Using R 
ACCT,6301,MBC,,23,7,18,1,2,,1,,,,,,,"Radhakrishnan, Suresh","Tatiparti, Venu Madhav",,,,,sradhakr,suresh radhakrishnan,
FIN,6301,MBC,,14,7,2,20,7,1,1,,,,,,,"Reichert, Carolyn A",,,,,,carolyn,carolyn reichert,
MECO,6303,MBC,,32,14,3,1,1,1,,,,,,,,"Siegenthaler, Simon","Chen, Xi",,,,,sxs177933,simon siegenthaler,
MKT,6301,MBC,,17,10,12,9,2,2,,,,,,,,"Biswas, Abhijit","Mostafa, Ahmed H","Kumar, Sumeet","Jameei Osgouei, Ata",,,axb019100,abhijit biswas,
OPRE,6301,MBC,,18,,12,10,,3,7,,,,,2,,"Wang, Shouqiang","Kucukgul, Can",,,,,sxw163830,shouqiang wang,
COMD,7204,501,,41,4,,1,,,,,,,,,,"Cook, Julie D",,,,,,jdc151030,,Craniofacial Disorders 
IMS,3310,502,4,3,9,16,10,5,3,1,1,,,,,,"Pettigrew, Benjamin",,,,,,bxp171930,,International Business 
CS,3354,001,1,18,8,9,13,1,2,1,,,,,,,"Cankaya, Ebru C","Wang, Xiaoyu",,,,,exc067000,ebru cankaya,Software Engineering 
MATH,3379,001,4,8,7,3,5,5,4,5,3,1,3,2,3,,"Hooshyar, Mohammad",,,,,,ali,mohammad hooshyar,Complex Variables 
HMGT,3301,003,18,16,3,6,8,1,,,1,,,,,,"Berrett, Britt R","Kong, Siliang",,,,,brb051000,britt berret,Introduction to Healthcare Management 
MATH,2418,501,6,6,,,5,6,2,7,8,1,3,1,8,,"Ohsawa, Tomoki",,,,,,txo140730,tomoki ohsawa,Linear Algebra 
CS,4337,003,19,7,7,5,4,3,,1,,,4,,3,,"Karami, Gity","Varanasi, Sarat Chandra",,,,,gxk180009,gity karami,Organization of Programming Languages 
MKT,3320,001,,11,17,14,3,5,1,1,,,,,2,,"Haworth, Julie B",,,,,,haworth,julie haworth,Product and Brand Management 
OB,6301,001,,45,,,9,,,,,,,,,,"Hasenhuttl, Maria",,,,,,h1562,maria hasenhuttl,Organizational Behavior 
OPRE,6364,0W1,,15,12,18,8,1,,,,,,,,,"Ramanathan, Kannan","Wang, Wan-Jung","Zhang, Chen",,,,kxr087000,kannan ramanathan,Lean Six Sigma 
CS,4348,501,1,4,10,8,5,6,7,4,1,2,2,,5,,"Ozbirn, Greg A","Mi, Feng",,,,,ozbirn,greg ozbirn,Operating Systems Concepts 
ITSS,3300,501,8,14,10,6,4,6,2,2,1,1,1,,,,"Haseman, Charles","Zhu, Wangsheng",,,,,cxh180018,charles haseman,Information Technology for Business 
MECH,3310,001,2,8,7,11,7,10,4,1,2,,,1,2,,"Ouyang, Hui","Wang, Yang","Sarma, Jyotirmoy",,,,hxo150330,hui ouyang,Thermodynamics 
MKT,3300,005,2,11,22,7,6,5,,2,,,,,,,"Meda, Edward","Jameei Osgouei, Ata",,,,,exm150330,edward meda,Principles of Marketing 
