Subject,Catalog Nbr,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,P,CR,NC,I,W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,instructor_id,instructor_name_normalized,title
ATCM,2302,501,5,1,4,1,5,2,2,1,2,,1,1,4,,,,,0,"Gonzalez, Isi J",,,,,,ijg190000,isi gonzalez,Design I 
ATCM,2303,1,19,27,8,1,2,2,,1,,,,,,,,,,0,"Boyd, Elizabeth S","Chaudhary, Anisha",,,,,esp041000,elizabeth boyd,Project Management for Arts  Technology  and Emerging Communication I 
ATCM,2303,501,34,18,,1,6,,,1,,,,,,,,,,0,"Stewart, Michael C","Denner, Grace A",,,,,mxs128231,michael stewart,Project Management for Arts  Technology  and Emerging Communication I 
ATCM,2303,2,32,20,4,,2,,,,,,,,,,,,,1,"Ayres, Cameron M","Piantino, Raquel C",,,,,cma092020,cameron ayres,Project Management for Arts  Technology  and Emerging Communication I 
ATCM,2310,1,68,21,28,17,8,12,5,4,7,1,3,2,22,,,,,8,"Salter, Monika M","Lewis, Timothy M","Christopher, Timothy V","Khamsehnezhad, Mozhdeh","Kusupati, Anish C","Subochev, Andrei",mxs176131,monika salter,Animation and Game Fundamentals 
ATCM,2321,2,1,9,10,4,,1,,,,1,1,,3,,,,,0,"Rashid, Mohammed Mizanur",,,,,,mxr170004,,Reading Media Critically 
ATCM,2321,1,,1,6,5,6,7,2,,1,,1,,1,,,,,2,"Imaoka, Laura B","Whitlock, Kathryn",,,,,lxi170030,laura imaoka,Reading Media Critically 
ATCM,2322,1,,5,12,7,7,4,2,3,3,1,,,2,,,,,1,"Valkanova, Dora R","Rahman, Maruf",,,,,dxv220021,,Media Histories 
ATCM,2325,1,,22,,,2,1,2,,,,,,2,,,,,0,"Nguyen, Josef D",,,,,,jdn160330,josef nguyen,Introduction to Ethnic Studies 
ATCM,2330,0W1,1,3,3,5,2,2,1,2,2,1,,1,9,,,,,0,"Nielsen, Christina R","O'Neill, Cynthia M","Martinez Ochoa, Angelica Miriam M",,,,crn022000,christina nielsen,Digital Art and Social Practice 
ATCM,2330,0W2,1,4,4,3,4,5,1,3,2,1,,,1,,,,,0,"Nielsen, Christina R","Martinez Ochoa, Angelica Miriam M","O'Neill, Cynthia M",,,,crn022000,christina nielsen,Digital Art and Social Practice 
ATCM,2340,1,,45,,,33,,,14,,,2,,3,,,,,2,"Lester, Paul M","Haws, Tyler","Trotter, Caroline G",,,,pxl152030,paul lester,Visual Communication 
ATCM,2345,1,3,7,5,1,2,8,,,,,,1,3,,,,,0,"Gupta-Fitzgerald, Harold E",,,,,,hxf170830,hal fitzgerald,Principles of Digital Audio 
ATCM,2345,2,7,6,4,2,,1,1,1,2,,,1,4,,,,,1,"Gupta-Fitzgerald, Harold E",,,,,,hxf170830,hal fitzgerald,Principles of Digital Audio 
ATCM,2345,3,7,4,7,2,2,4,2,,1,,,,,,,,,0,"Marks, David",,,,,,dem160430,david marks,Principles of Digital Audio 
ATCM,2350,2,10,4,3,7,1,2,1,,2,,,,,,,,,0,"Trosper, Elizabeth M","Nair, Vinayak",,,,,emt130130,elizabeth trosper,Time-Based Media 
ATCM,2350,3,7,21,2,,,,,,,,,,,,,,,0,"Hoggatt, Zoey X",,,,,,zch150030,zoey hoggatt,Time-Based Media 
ATCM,2350,1,4,11,5,2,5,1,,,1,,,,,,,,,0,"Jones, Jazmine Q",,,,,,jqj130030,jazmine jones,Time-Based Media 
ATCM,2360,0W1,42,4,1,1,2,1,4,2,2,,,,,,,,,1,"Cox, Norman L",,,,,,nlc200001,norm cox,Design Histories 
ATCM,2375,1,2,82,3,2,3,,,1,1,,,,5,,,,,1,"Evans, Monica J","McClanahan, Sara N","Wu, Benjamin",,,,mevans,monica evans,History of Games 
ATCM,3301,1,,2,8,4,3,,,1,,,,,1,,,,,0,"Imaoka, Laura B","Hernandez, Luke A",,,,,lxi170030,laura imaoka,Writing for ATEC 
ATCM,3301,2,1,4,6,,1,2,2,1,1,,,1,,,,,,0,"Chowdhury, Nusrat Zahan",,,,,,nxc190022,,Writing for ATEC 
ATCM,3301,3,3,7,3,1,3,1,,1,,,,,,,,,,0,"Heaslip, Audra","Cole, Abby",,,,,axh027000,audra heaslip,Writing for ATEC 
ATCM,3301,4,3,8,3,,1,,1,1,,,1,,1,,,,,0,"Heaslip, Audra","Cole, Abby",,,,,axh027000,audra heaslip,Writing for ATEC 
ATCM,3301,5,1,4,1,5,1,1,,2,,,2,1,1,,,,,0,"Lee, Yueh-Jung",,,,,,yxl190076,,Writing for ATEC 
ATCM,3301,7,6,4,3,,,1,1,,,1,,,1,,,,,2,"Heaslip, Audra","Welwood, Samantha F",,,,,axh027000,audra heaslip,Writing for ATEC 
ATCM,3301,8,4,4,5,1,,3,,,,,,,1,,,,,1,"Heaslip, Audra","Welwood, Samantha F",,,,,axh027000,audra heaslip,Writing for ATEC 
ATCM,3301,501,8,6,2,1,1,,,,,,,,1,,,,,0,"Rheams, David C",,,,,,dcr093020,david rheams,Writing for ATEC 
ATCM,3305,1,1,1,7,7,3,3,1,1,1,2,1,1,1,,,,,0,"Caldwell, Bryon A",,,,,,bac190003,bryon caldwell,Computer Animation I 
ATCM,3305,501,,2,4,2,6,5,3,,3,,,,3,,,,,1,"McComber, Sean J",,,,,,sxm129130,sean mccomber,Computer Animation I 
ATCM,3306,1,1,5,7,3,5,3,1,2,1,,,,1,,,,,1,"Boyd, Elizabeth S",,,,,,esp041000,elizabeth boyd,Modeling and Texturing I 
ATCM,3306,2,,4,1,4,5,3,4,,2,1,1,,4,,,,,1,"Johnson, Casey A",,,,,,caj150430,casey johnson,Modeling and Texturing I 
ATCM,3306,3,1,5,4,1,4,1,2,1,3,1,,,6,,,,,1,"Salter, Monika M",,,,,,mxs176131,monika salter,Modeling and Texturing I 
ATCM,3307,1,1,2,8,4,5,4,2,,,,,,2,,,,,2,"McCord, Peter A",,,,,,pam062000,peter mccord,Lighting and Composition I 
ATCM,3307,2,,4,7,9,3,3,1,,,1,,,,,,,,2,"McCord, Peter A",,,,,,pam062000,peter mccord,Lighting and Composition I 
ATCM,3308,2,,1,3,6,5,1,,,,1,1,,9,,,,1,2,"Johnson, Casey A",,,,,,caj150430,casey johnson,Rigging I 
ATCM,3308,1,,1,2,4,4,4,4,1,1,,,,5,,,,,2,"Johnson, Casey A",,,,,,caj150430,casey johnson,Rigging I 
ATCM,3309,1,3,8,6,4,1,1,1,,,,,1,2,,,,,1,"Griffin, Troy",,,,,,txg121730,troy griffin,Visual Story I 
ATCM,3310,1,4,,3,,2,2,2,2,1,,,,1,,,,,1,"Lim, Fengjie",,,,,,fxl200000,fengjie lim,Procedural Animation 
ATCM,3311,1,2,2,4,,3,6,2,5,2,2,,,2,,,,,0,"Lim, Fengjie",,,,,,fxl200000,fengjie lim,Scripting for Animation 
ATCM,3311,2,,8,6,,5,2,2,,2,2,,,1,,,,,2,"Johnson, Casey A",,,,,,caj150430,casey johnson,Scripting for Animation 
ATCM,3315,1,11,11,3,,2,1,1,,,,,,1,,,,,0,"Veras de Souza, Christine",,,,,,cxv180000,christine veras de souza,Animation Studies 
ATCM,3320,1,,3,2,9,5,1,3,1,1,1,1,,1,,,,1,1,"Valkanova, Dora R",,,,,,dxv220021,,Critical Media Theories 
ATCM,3321,1,,6,5,3,3,1,1,3,1,1,2,,2,,,,1,0,"Valkanova, Dora R",,,,,,dxv220021,,Networked Identities 
ATCM,3331,1,2,9,4,6,5,1,,,1,,,,1,,,,,0,"Andic, Atanur","Knight, Kimberly A",,,,,axa180034,,Critical Making 
ATCM,3335,1,1,1,,,1,1,1,1,,,,,2,,,,,3,"Kane, Simon A",,,,,,sak043000,simon kane,Internet Studio II 
ATCM,3336,3,2,16,9,1,,1,,,,,,,,,,,,1,"McKinney, Mark",,,,,,mxm190029,mark mckinney,Design Research Methods 
ATCM,3336,2,6,14,2,,2,,,,,,,,,,,,,0,"McKinney, Mark",,,,,,mxm190029,mark mckinney,Design Research Methods 
ATCM,3336,1,3,2,9,4,3,,,1,1,,1,,,,,,,2,"McKinney, Mark",,,,,,mxm190029,mark mckinney,Design Research Methods 
ATCM,3337,1,7,11,3,3,1,2,,1,,,,,1,,,,1,0,"Wood, Harold G",,,,,,hgw021000,harold wood,Interaction Design I 
ATCM,3337,501,4,5,2,6,2,,,,1,3,,1,2,,,,,0,"Booker, Jason",,,,,,jxb220084,,Interaction Design I 
ATCM,3337,2,2,8,4,3,4,3,,1,,,,,2,,,,,2,"Starzer, Kenneth W",,,,,,kws042000,ken starzer,Interaction Design I 
ATCM,3337,3,7,7,4,1,4,,1,1,,,,,2,,,,,2,"Wood, Harold G",,,,,,hgw021000,harold wood,Interaction Design I 
ATCM,3338,1,7,9,6,2,1,1,,,,,,,4,,,,,0,"Griffin, Troy",,,,,,txg121730,troy griffin,Motion Graphics I 
ATCM,3338,2,7,10,8,1,,,,1,,,,,2,,,,,0,"Griffin, Troy",,,,,,txg121730,troy griffin,Motion Graphics I 
ATCM,3340,1,4,1,1,,1,,2,1,,,,,,,,,,0,"Cox, Norman L",,,,,,nlc200001,norm cox,Design II 
ATCM,3340,2,9,1,2,,1,2,,,,,,,,,,,,0,"Cox, Norman L",,,,,,nlc200001,norm cox,Design II 
ATCM,3340,3,7,3,2,2,1,5,1,1,2,1,,,3,,,,,0,"Cox, Norman L",,,,,,nlc200001,norm cox,Design II 
ATCM,3346,1,,10,9,1,1,2,,1,,,,1,2,,,,1,1,"Marks, David",,,,,,dem160430,david marks,Audio Productions Lab I 
ATCM,3350,0W2,6,7,5,4,2,2,1,,,2,,1,,,,,,0,"Hewitt, Sharon A","Ikebude, Chukwuemeka",,,,,sxh090220,sharon hewitt,Digital Video Production I 
ATCM,3350,0W1,5,3,2,4,5,,1,1,,,1,,5,,,,,1,"Hewitt, Sharon A","Ikebude, Chukwuemeka",,,,,sxh090220,sharon hewitt,Digital Video Production I 
ATCM,3350,501,,17,7,1,1,,,,,1,,1,1,,,,,0,"Kondas, Kyle S",,,,,,kyle304,kyle kondas,Digital Video Production I 
ATCM,3356,1,5,2,1,4,3,,,2,,,,,,,,,,1,"Scott, Andrew F","Asgharpour, Hadi",,,,,afs140330,andrew scott,Projection Mapping Lab 
ATCM,3365,1,6,4,9,6,1,2,1,1,,,,,,,,,,0,"Christopher, Timothy V",,,,,,khimbar,timothy christopher,Game Design I 
ATCM,3365,501,,8,13,3,2,1,,,2,,,1,,,,,,0,"Herold, Tyler A",,,,,,tar140030,tyler herold,Game Design I 
ATCM,3365,2,12,5,3,4,1,1,1,,1,,,,,,,,,1,"Christopher, Timothy V",,,,,,khimbar,timothy christopher,Game Design I 
ATCM,3366,1,6,6,9,3,3,,1,,2,,,,,,,,,0,"Wu, Hong-An",,,,,,hxw173930,hong wu,Game Studies I 
ATCM,3366,2,5,10,6,4,1,2,,,,,,,1,,,,,1,"Irby, Cameron L",,,,,,cli170000,,Game Studies I 
ATCM,3367,2,18,6,2,,,,,,1,,,,2,,,,,1,"Price, Jeffrey T",,,,,,jxp220037,jeff price,Level Design I 
ATCM,3367,1,,4,8,3,5,3,1,2,,,,,3,,,,,0,"Chandler, Adam W",,,,,,awc051000,adam chandler,Level Design I 
ATCM,3368,1,1,4,4,5,2,4,2,1,1,1,,,2,,,,,3,"Lim, Fengjie",,,,,,fxl200000,fengjie lim,Scripting for Games I 
ATCM,3368,2,1,8,5,3,2,5,,,,2,,,3,,,,,1,"Chandler, Adam W",,,,,,awc051000,adam chandler,Scripting for Games I 
ATCM,3370,1,9,10,4,2,3,,,1,,,,,,,,,1,0,"Lewis, Timothy M",,,,,,tml062000,timothy lewis,Virtual Environments I 
ATCM,3372,1,,12,,2,7,,1,5,,,2,,,,,,,0,"Gupta-Fitzgerald, Harold E",,,,,,hxf170830,hal fitzgerald,Sound Design for Games 
ATCM,3388,1,7,6,,,,,,,,,,,1,,,,1,0,"Fraley, James M","Hitt, Katherine A",,,,,jmf210007,james fraley,Attitudes and Behaviors 
ATCM,3388,501,9,4,,1,,1,,1,,,,,1,,,,,0,"Fraley, James M","Del Gallo, Rinaldo",,,,,jmf210007,james fraley,Attitudes and Behaviors 
ATCM,3388,2,15,2,4,,,1,,,1,,,,2,,,,,0,"Fraley, James M","Del Gallo, Rinaldo",,,,,jmf210007,james fraley,Attitudes and Behaviors 
ATCM,3388,3,8,6,5,3,,3,,,,,,,1,,,,,0,"Fraley, James M","Hitt, Katherine A",,,,,jmf210007,james fraley,Attitudes and Behaviors 
ATCM,4305,1,,2,1,3,2,6,3,1,,,,,1,,,,,0,"Caldwell, Bryon A",,,,,,bac190003,bryon caldwell,Computer Animation II 
ATCM,4306,1,,1,4,1,3,3,,1,4,,,,2,,,,,0,"Boyd, Elizabeth S",,,,,,esp041000,elizabeth boyd,Modeling and Texturing II 
ATCM,4306,2,3,10,3,5,4,,,,,,,,,,,,,0,"Fechter, Todd A",,,,,,taf051000,todd fechter,Modeling and Texturing II 
ATCM,4307,1,,1,9,5,4,,1,,,,,,,,,,,0,"McCord, Peter A",,,,,,pam062000,peter mccord,Lighting and Composition II 
ATCM,4310,501,,7,3,7,3,5,2,2,,,,,1,,,,,0,"Buxkamper, Adam M",,,,,,amb047000,,Motion Capture Animation 
ATCM,4312,1,,3,5,,5,2,1,,,1,,,,,,,,1,"Boyd, Elizabeth S",,,,,,esp041000,elizabeth boyd,Digital Sculpting 
ATCM,4313,1,,,3,3,2,5,1,1,2,,,,2,,,,,0,"Lim, Fengjie",,,,,,fxl200000,fengjie lim,Visual Effects 
ATCM,4314,101,3,1,6,4,2,,,1,2,,,,,,,,,1,"Salter, Monika M",,,,,,mxs176131,monika salter,Character Effects 
ATCM,4315,1,,,3,2,3,4,1,,,,,,,,,,,0,"McComber, Sean J",,,,,,sxm129130,sean mccomber,Computer Animation III 
ATCM,4316,1,,19,,,,,,,,,,,,,,,,0,"Johnson, Casey A",,,,,,caj150430,casey johnson,Animation Lab I 
ATCM,4316,2,,19,,,,,,,,,,,,,,,,0,"McCord, Peter A",,,,,,pam062000,peter mccord,Animation Lab I 
ATCM,4319,1,14,6,3,,,,,1,,,,,4,,,,,2,"Fechter, Todd A",,,,,,taf051000,todd fechter,Topics in Animation 
ATCM,4319,2,,8,1,2,,1,,,2,,,,2,,,,,1,"Salter, Monika M",,,,,,mxs176131,monika salter,Topics in Animation 
ATCM,4320,501,12,9,1,1,3,2,,1,,,,,1,,,,,0,"Rheams, David C",,,,,,dcr093020,david rheams,Political Economy of Digital Media 
ATCM,4322,1,5,13,,1,,,,,,,,,,,,,,0,"Banner, Olivia P",,,,,,opb140030,olivia banner,Disability  Technology  and Media 
ATCM,4332,1,1,5,5,,,1,,,,,,,,,,,,0,"Knight, Kimberly A","Shukla, Nishanshi A",,,,,kak102020,kim knight,Critical Media Studies Lab I 
ATCM,4337,1,2,8,14,2,2,,2,,,,,,,,,,,0,"Wood, Harold G",,,,,,hgw021000,harold wood,Interaction Design II 
ATCM,4337,2,4,3,6,4,6,5,1,1,,,,,,,,,,0,"Wood, Harold G",,,,,,hgw021000,harold wood,Interaction Design II 
ATCM,4338,1,,15,5,3,4,,1,1,,,1,,,,,,,0,"Farrar, Eric T",,,,,,etf091000,eric farrar,Motion Graphics II 
ATCM,4339,1,,16,,1,1,,,,,,,,,,,,,0,"Farrar, Eric T",,,,,,etf091000,eric farrar,Motion Graphics Lab 
ATCM,4340,1,,13,12,,3,,,,,,,,1,,,,,1,"Balsamo, Anne",,,,,,axb161831,anne balsamo,Strategic Design 
ATCM,4346,1,1,5,2,,1,3,1,,1,,,,1,,,,,0,"Marks, David",,,,,,dem160430,david marks,Audio Productions Lab II 
ATCM,4350,0W1,3,3,3,2,,1,1,2,2,1,1,1,1,,,,,3,"Hewitt, Sharon A",,,,,,sxh090220,sharon hewitt,Digital Video Production II 
ATCM,4350,0W2,4,2,6,3,3,1,,1,1,,,,3,,,,,1,"Hewitt, Sharon A",,,,,,sxh090220,sharon hewitt,Digital Video Production II 
ATCM,4364,3,3,6,,,,,,4,,,,,,,,,,0,"Gupta-Fitzgerald, Harold E",,,,,,hxf170830,hal fitzgerald,Topics in Design 
ATCM,4364,2,19,3,,,,,,,,,,,,,,,,1,"Marks, David",,,,,,dem160430,david marks,Topics in Design 
ATCM,4365,501,5,5,4,1,1,1,,1,,,,,,,,,,1,"Billingslea, Steven L",,,,,,slb073000,steven billingslea,Game Design II 
ATCM,4365,1,6,5,3,1,,1,,,,,,,1,,,,,1,"Christopher, Timothy V",,,,,,khimbar,timothy christopher,Game Design II 
ATCM,4370,102,9,4,7,,2,5,1,,1,,,,,,,,,1,"Lewis, Timothy M",,,,,,tml062000,timothy lewis,Virtual Environments II 
ATCM,4370,101,13,6,3,2,1,1,1,1,,,,,,,,,1,0,"Lewis, Timothy M",,,,,,tml062000,timothy lewis,Virtual Environments II 
ATCM,4374,1,4,6,3,1,1,,,,,,,,,,,,,0,"Chandler, Adam W",,,,,,awc051000,adam chandler,Interactives Lab 
ATCM,4377,2,17,3,1,,,,,,,,,,,,,,,0,"Chandler, Adam W",,,,,,awc051000,adam chandler,Game Production Lab II 
ATCM,4377,1,16,6,,,,,,,,,,,,,,,,0,"Lewis, Timothy M",,,,,,tml062000,timothy lewis,Game Production Lab II 
ATCM,4379,1,,20,,,,,,,,,,,,,,,,0,"Evans, Monica J",,,,,,mevans,monica evans,Topics in Games 
ATCM,4379,2,7,,2,2,,,,,,,1,2,2,,,,,2,"Price, Jeffrey T","Khatri, Hamida",,,,,jxp220037,jeff price,Topics in Games 
ATCM,4384,1,1,9,,,13,,,10,,,,,5,,,,,2,"Lester, Paul M","Zamaniderkani, Vajihe",,,,,pxl152030,paul lester,Ethics in New Media  Technology  and Communication 
ATCM,4384,2,,8,,,12,,,14,,,3,,1,,,,,2,"Lester, Paul M","Zamaniderkani, Vajihe",,,,,pxl152030,paul lester,Ethics in New Media  Technology  and Communication 
ATCM,4384,3,,8,,,11,,,10,,,5,,6,,,,,0,"Lester, Paul M","Zamaniderkani, Vajihe",,,,,pxl152030,paul lester,Ethics in New Media  Technology  and Communication 
ATCM,4397,3,3,5,6,4,3,,,1,1,,,,2,,,,,0,"Boyd, Elizabeth S",,,,,,esp041000,elizabeth boyd,Senior Seminar 
ATCM,4397,6,20,2,2,,,1,,,,,,,,,,,,0,"Gupta-Fitzgerald, Harold E",,,,,,hxf170830,hal fitzgerald,Senior Seminar 
ATCM,4397,2,7,2,,1,2,,,,,,,,,,,,,0,"Minnish, Roxanne W",,,,,,rwm061000,roxanne minnish,Senior Seminar 
ATCM,4397,5,2,4,,3,5,,1,,,,,,,,,,,0,"Trosper, Elizabeth M",,,,,,emt130130,elizabeth trosper,Senior Seminar 
ATCM,4397,1,3,11,6,2,2,,,,,,,,,,,,,0,"McKinney, Mark",,,,,,mxm190029,mark mckinney,Senior Seminar 
ATCM,4397,4,3,2,5,3,1,2,4,1,,,1,,2,,,,,0,"Caldwell, Bryon A",,,,,,bac190003,bryon caldwell,Senior Seminar 
ATCM,6000,1,,,,,,,,,,,,,,17,,,,0,"Roemer, Nils H",,,,,,nhr061000,nils roemer,ATEC Colloquium 
ATCM,6001,1,,,,,,,,,,,,,,14,,,,0,"Terry, Dean D",,,,,,dxt023000,,Graduate Critique Culture 
ATCM,6301,1,,15,,,,,,,,,,,,,,,,0,"Terry, Dean D",,,,,,dxt023000,,Aesthetics of Interactive Arts 
ATCM,6310,1,,6,4,,,,,,,,,,,,,,,0,"Caldwell, Bryon A",,,,,,bac190003,bryon caldwell,Animation Studio I 
ATCM,6318,1,,6,3,3,,,,,,,,,,,,,,0,"Veras de Souza, Christine",,,,,,cxv180000,christine veras de souza,Special Topics in Animation 
ATCM,6326,1,,11,,,,,,,,,,,,,,,,0,"Terry, Dean D",,,,,,dxt023000,,Research in Sound Design 
ATCM,6330,1,,9,,,1,,,,,,,,,,,,,0,"Burrough, Xtine L","MacDonald, Dale W",,,,,cxb153930,xtine burrough,Special Topics in Interactive Media 
ATCM,6376,1,,9,1,,,,,,,,,,,,,,,0,"Wu, Hong-An",,,,,,hxw173930,hong wu,Media and Cultural Studies Methods 
AUD,6113,1,,,,,,,,,,,,,,22,,,,0,"Cokely, Carol G",,,,,,cgc016200,,Grand Rounds 
AUD,6311,1,,10,,4,,,,,,,,,,,,,,0,"Clark, Jackie L","Crow, Sarah E",,,,,jclark,jackie clark,Diagnostic Audiology 
AUD,6318,1,,2,7,5,,,,,,,,,,,,,,0,"Warner-Czyz, Andrea D",,,,,,adw052000,andrea warner czyz,Pediatric Audiology 
AUD,7220,1,,8,2,2,,,1,,,,,,,,,,,0,"Lobarinas, Edward",,,,,,exl152130,,Tinnitus 
AUD,7228,1,,15,5,2,,,,,,,,,,,,,,0,"LePrell, Colleen G",,,,,,cgl150030,,Hearing Loss Prevention 
AUD,7321,1,,9,5,,,,,,,,,,,,,,,0,"Lobarinas, Edward",,,,,,exl152130,,Theories of Amplification 
AUD,7326,501,,13,,,,,,,,,,,,,,,,0,"Mueller, Amanda B",,,,,,aba016000,amanda mueller,Aural Habilitation of Children with Hearing Impairments 
AUD,7351,1,,7,4,2,,,,,,,,,,,,,,0,"Griffiths, Scott K",,,,,,skg180000,,Physiologic Assessment of Vestibular System 
AUD,7V82,1,,,,,,,,,,,,,,14,,,,0,"Mosley, Cornetta",,,,,,cxm220030,cornetta mosley,
BA,1310,3,4,1,9,2,4,5,5,11,2,,1,,,,,,,2,"Hyndman, Kyle B","Kohli, Raghav",,,,,tdp062000,kyle hyndman,Making Choices in Free Market Systems 
BA,1310,1,,8,3,2,10,3,3,7,2,,4,1,4,,,,,0,"Zhao, Xiaodan",,,,,,xxz210018,xiaodan zhao,Making Choices in Free Market Systems 
BA,1310,2,2,3,5,3,8,4,5,3,9,,1,,3,,,,,1,"Hyndman, Kyle B","Kohli, Raghav",,,,,tdp062000,kyle hyndman,Making Choices in Free Market Systems 
BA,1320,1,4,4,3,12,4,11,5,2,5,,,,4,,,,,3,"Blueshtein, Moran","Oyima-Antseleve, Ndackyssa","Aggarwal, Ashwaryah",,,,mxb135230,moran blueshtein,Business in a Global World 
BA,1320,2,6,3,7,6,13,6,12,4,,,,,,,,,,0,"Lewin, Peter","Hu, Jiawei",,,,,plewin,peter lewin,Business in a Global World 
BA,1320,501,1,7,12,6,10,7,7,6,,,,,,,,,,1,"Lewin, Peter","Hu, Jiawei",,,,,plewin,peter lewin,Business in a Global World 
BA,3300,1,,13,5,6,8,6,2,2,,,3,,3,,,,,2,"Liebowitz, Stanley J",,,,,,liebowit,stan liebowitz,Advanced Topics in Capitalism  Ideas and Challenges That Shape Our World 
BCOM,1300,1,1,2,4,2,5,6,,1,1,,,1,4,,,,,0,"Cooper, Austin",,,,,,acc150730,austin cooper,Introduction to Professionalism and Communication in Business 
BCOM,1300,2,,4,4,3,3,4,1,3,2,,,,5,,,,,0,"Cooper, Austin",,,,,,acc150730,austin cooper,Introduction to Professionalism and Communication in Business 
BCOM,3300,3,1,18,15,2,1,,,,1,,,1,1,,,,,0,"Jacobson Jordan, Tatia",,,,,,txj210006,tatia jordan,Professionalism and Communication in Business 
BCOM,3300,7,,,9,7,9,8,4,1,1,,,,1,,,,,0,"Watson, John M","Zhang, Jielin",,,,,jmw077000,john watson,Professionalism and Communication in Business 
BCOM,3300,8,,1,6,5,12,4,2,3,3,,,,4,,,,,0,"Watson, John M","Zhang, Jielin",,,,,jmw077000,john watson,Professionalism and Communication in Business 
BCOM,3300,9,,1,7,6,4,5,4,5,2,,,1,3,,,,,2,"Herman, Emily L",,,,,,exh220006,emily herman,Professionalism and Communication in Business 
BCOM,3300,502,,,,,1,2,1,4,,,1,1,9,,,,,0,"Steadham, Kyle S",,,,,,kss012400,kyle steadham,Professionalism and Communication in Business 
BCOM,3300,12,,,9,8,1,2,1,,1,,1,,1,,,,,2,"Godbey, William",,,,,,wrg032000,william godbey,Professionalism and Communication in Business 
BCOM,3300,501,3,3,7,6,2,1,1,2,3,,,,3,,,,,0,"Horner, Kimberly D",,,,,,kdh024000,kimberly horner,Professionalism and Communication in Business 
BCOM,3300,2,1,10,7,6,2,4,1,2,,1,,,2,,1,,,0,"Ali, Shazia",,,,,,shazia,ali shazia,Professionalism and Communication in Business 
BCOM,3300,1,,1,1,5,13,6,4,2,1,2,1,,2,,,,,0,"Watson, John M","Zhang, Jielin",,,,,jmw077000,john watson,Professionalism and Communication in Business 
BCOM,3300,6,,1,2,8,9,10,3,3,,,,,2,,,,,0,"Watson, John M","Zhang, Jielin",,,,,jmw077000,john watson,Professionalism and Communication in Business 
BCOM,3300,4,,2,6,6,3,7,1,3,2,1,,1,5,,,,,2,"Postolos, Christine A",,,,,,cxp220036,christine postolos,Professionalism and Communication in Business 
BCOM,3300,5,1,2,8,8,7,6,1,,1,1,,1,3,,,,,0,"de los Santos, Veronica A",,,,,,vxd171930,veronica de los santos,Professionalism and Communication in Business 
BCOM,3300,10,1,5,,5,6,5,3,7,4,,,,3,,,,,0,"Herman, Emily L",,,,,,exh220006,emily herman,Professionalism and Communication in Business 
BCOM,4300,1,1,4,8,2,8,6,2,2,4,,1,1,1,,,,,0,"McCrady, Victoria D","Aare, Sai Pranay Reddy",,,,,vdm130030,victoria mccrady,Managing Communications in Business 
BCOM,4300,2,3,6,6,4,8,2,4,2,3,1,,,,,,,,1,"McCrady, Victoria D","Aare, Sai Pranay Reddy",,,,,vdm130030,victoria mccrady,Managing Communications in Business 
BCOM,4300,8,,2,5,6,5,11,2,5,1,2,,,,,,,,1,"Fry, Jennifer L",,,,,,jlf130030,jennifer fry,Managing Communications in Business 
BCOM,4300,10,2,5,3,9,8,10,1,,1,,,,,,,,,1,"Blockley, Caylin",,,,,,cxb190014,caylin blockley,Managing Communications in Business 
BCOM,4300,13,,1,5,12,7,6,2,3,1,,1,,1,,,,,1,"Siddiqui, Farah",,,,,,fxs121830,farah siddiqui,Managing Communications in Business 
BCOM,4300,14,,2,1,1,17,1,2,12,2,,2,,,,,,,0,"Hornsby, Melanie",,,,,,mlh054000,melanie hornsby,Managing Communications in Business 
BCOM,4300,15,,4,4,4,2,11,7,4,2,,1,1,,,,,,0,"Stewart, Julie M","Agnihotri, Ajinkya A",,,,,jxs210043,julie stewart,Managing Communications in Business 
BCOM,4300,17,,3,5,7,10,5,3,3,2,1,,,,,,,,1,"Siddiqui, Farah",,,,,,fxs121830,farah siddiqui,Managing Communications in Business 
BCOM,4300,18,,2,2,1,18,5,,6,,,4,,2,,,,,0,"Hornsby, Melanie",,,,,,mlh054000,melanie hornsby,Managing Communications in Business 
BCOM,4300,3,,4,6,2,5,11,3,3,6,,1,,2,,,,,2,"Stewart, Julie M","Agnihotri, Ajinkya A",,,,,jxs210043,julie stewart,Managing Communications in Business 
BCOM,4300,4,,3,9,7,7,9,1,2,4,,,,1,,,,,2,"Stewart, Julie M","Agnihotri, Ajinkya A",,,,,jxs210043,julie stewart,Managing Communications in Business 
BCOM,4300,5,1,6,8,7,7,9,2,1,3,,,,1,,,,,0,"McCrady, Victoria D","Aare, Sai Pranay Reddy",,,,,vdm130030,victoria mccrady,Managing Communications in Business 
BCOM,4300,6,,2,9,4,4,12,5,3,1,,,,,,,,,5,"Harrison, Megan",,,,,,mkh160330,megan harrison,Managing Communications in Business 
BCOM,4300,7,,2,4,2,6,10,8,6,5,1,,1,,,,,,0,"Fry, Jennifer L",,,,,,jlf130030,jennifer fry,Managing Communications in Business 
BCOM,4300,9,1,4,7,4,7,12,5,3,,1,,,,,,,,1,"Blockley, Caylin",,,,,,cxb190014,caylin blockley,Managing Communications in Business 
