Subject,Catalog Nbr,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,P,CR,W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6,instructor_id,instructor_name_normalized,title
MATH,1314,0U1,1,2,,,,2,,1,2,,,,5,,,0,"Aman, Kelly","Murad, Mohammad Hassan",,,,,kxa143530,kelly aman,College Algebra 
MATH,1325,0U1,,,,4,,,,2,3,,2,,4,,,0,"Guo, Huizhen","Nuwagira, Brighton",,,,,hxg190020,huizhen guo,Applied Calculus I 
MATH,1325,5U1,,,1,,2,,1,2,1,1,1,,8,,,4,"Liu, Runzhou","Ghanem, Ziad G",,,,,rxl210013,runzhou liu,Applied Calculus I 
MATH,1326,0U2,3,3,1,2,1,1,,3,,,1,,4,,,1,"Duruoha, Adannah","Crane, Casey M",,,,,axd180037,adannah duruoha,Applied Calculus II 
MATH,2312,0U1,,2,1,,1,,1,1,4,,,,4,,,1,"Martynova, Irina","Chen, Huiyi",,,,,ixm140930,irina martynova,Precalculus 
MATH,2413,0U1,,1,1,1,1,5,1,4,4,,,2,2,,,1,"Nguyen, Mylinh T","Gallo, Erika S","Cao, Jianpeng","Zhao, Kun",,,mln018200,mylinh nguyen,Differential Calculus 
MATH,2413,0U2,1,1,1,,1,3,2,3,2,,,2,5,,,1,"Patel, Jigarkumar S","Gallo, Erika S","Cao, Jianpeng","Zhao, Kun",,,jsp061000,jigarkumar patel,Differential Calculus 
MATH,2414,0U1,2,,3,1,,2,1,4,1,2,,1,13,,,3,"Ahsan, Mohammad K",,,,,,mka120030,mohammad ahsan,Integral Calculus 
MATH,2414,0U2,3,,5,2,3,2,1,,1,3,2,,8,,,2,"Ahsan, Mohammad K",,,,,,mka120030,mohammad ahsan,Integral Calculus 
MATH,2415,0U1,2,1,1,,2,,2,4,2,,,1,1,,,0,"Dahal, Rabin","Chen, Ying",,,,,rxd153030,rabin dahal,Calculus of Several Variables 
MATH,2415,0U2,4,3,,2,5,2,,1,1,1,,,2,,,2,"Dahal, Rabin","Zagvozdkin, Andrei",,,,,rxd153030,rabin dahal,Calculus of Several Variables 
MATH,2417,0U1,6,1,2,3,2,,4,1,1,1,1,1,2,,,2,"Sultana, Nasrin","Jahan, Mahmuda",,,,,nxs190039,nasrin sultana,Calculus I 
MATH,2418,0U1,3,2,2,1,1,1,3,5,1,,1,1,3,,,4,"Paudel, Ajaya B",,,,,,abp062000,ajaya paudel,Linear Algebra 
MATH,2418,0U2,6,1,2,1,3,1,2,3,2,3,1,,2,,,0,"Adabrah, Anani Komla",,,,,,aaa130530,anani adabrah,Linear Algebra 
MATH,2419,0U1,1,3,1,2,4,3,2,2,2,,,,1,,,0,"Eydelzon, Anatoly","Palit, Priyojit","Li, Jiacheng",,,,axe031000,anatoly eydelzon,Calculus II 
MATH,2420,0U1,2,3,1,1,2,1,1,1,1,,1,1,1,,,0,"Dabkowski, Mieczyslaw K",,,,,,mkd034000,mieczyslaw dabkowski,Differential Equations with Applications 
MATH,3351,0U1,2,2,,2,2,1,4,1,2,,,,,,,0,"Ramakrishna, Viswanath","Seiffert, Lucas",,,,,vish,viswanath ramakrishna,Advanced Calculus 
MATH,4301,0U1,2,1,1,2,1,2,2,3,2,,,,1,,,1,"Dabkowski, Mieczyslaw K","Ahmed, Faisal",,,,,mkd034000,mieczyslaw dabkowski,Mathematical Analysis I 
MECH,2330,051,,2,1,1,,,,3,1,,,1,,,,2,"Thamban, P.L.Stephan",,,,,,stephan,p l stephan thamban,Dynamics 
MECH,3105,1W1,6,3,3,2,1,1,,2,,,,,,,,0,"Rios, Oziel",,,,,,oxr106020,oziel rios,Computer Aided Design Laboratory 
MECH,3150,1W1,1,5,4,1,2,1,,,,,,,,,,0,"Park, Wooram",,,,,,wxp103020,wooram park,Kinematics and Dynamics Laboratory 
MECH,3305,0W1,4,1,2,6,3,2,2,1,,,,,1,,,1,"Rios, Oziel",,,,,,oxr106020,oziel rios,Computer Aided Design 
MECH,3320,0S1,2,2,7,2,2,2,3,3,4,,1,,,,,1,"You, Seung M",,,,,,smy130030,seung you,Heat Transfer 
MECH,3370,0U1,1,3,3,2,4,1,,1,,,,,1,,,0,"Fadda, Dani Z",,,,,,dzf091000,dani fadda,Applied Thermodynamics 
MECH,3380,0W1,2,2,1,1,,2,1,5,1,1,3,,2,,,1,"Malik, Arif",,,,,,axm154531,arif malik,Introduction to Computational Design and Analysis 
MECH,4340,0W1,,1,3,4,3,1,1,2,,,,,,,,0,"Park, Wooram",,,,,,wxp103020,wooram park,Mechanical Vibrations 
MECH,4381,0U1,,7,20,16,27,6,2,3,,,,,,,,0,"Hart, Robert A",,,,,,rxh124630,robert hart,Senior Design Project I 
MECH,4V95,0W1,,4,2,,7,,,9,1,,2,,3,,,1,"Summers, Joshua",,,,,,jxs200065,joshua summers,Topics in Mechanical Engineering 
MECO,6303,0W1,,13,11,11,3,5,3,8,,,,,,,,0,"Lewin, Peter","Kelly, Matthew L",,,,,plewin,peter lewin,Business Economics 
MECO,6303,AW1,,15,1,,,1,,,,,,,,,,1,"Kiser, Stephen L",,,,,,slk012100,stephen kiser,
MIS,6308,0W1,,27,9,13,4,2,,1,,,,,,,,0,"Raghunathan, Srinivasan","Joseph, Shailender",,,,,sraghu,srinivasan raghunathan,System Analysis and Project Management 
MIS,6308,0W2,,9,12,9,3,1,,1,,,,,,,,2,"Raghunathan, Srinivasan","Joseph, Shailender",,,,,sraghu,srinivasan raghunathan,System Analysis and Project Management 
MIS,6313,5U1,,6,12,9,9,6,3,,,,,,,,,1,"Shroff, Tejas N","Zhu, Yan",,,,,tns190000,tejas shroff,Managing IT in the Analytics Age 
MIS,6313,CW1,,3,3,7,,,,,,,,,,,,0,"Rhoades, Mike",,,,,,,mike rhoades,
MIS,6313,GW1,,6,1,6,3,,1,1,,,,,,,,0,"Wiant, Russell B",,,,,,,russell wiant,
MIS,6313,GW2,,11,5,2,3,,,1,,,,,,,,0,"Wiant, Russell B",,,,,,,russell wiant,
MIS,6319,0W1,,18,,,4,,,,,,,,,,,0,"Thompson, Luell O",,,,,,lot013000,luell thompson,Enterprise Resource Planning with SAP 
MIS,6324,0W1,,4,1,4,3,2,1,,,,,,,,,0,"Menon, Syam","Luo, Ning",,,,,sxm021300,syam menon,Business Analytics With SAS 
MIS,6326,0W1,,8,5,5,8,,,,,,,,,,,0,"Ryu, Young","Zhu, Wangsheng",,,,,ryoung,young ryu,Data Management 
MIS,6330,5U1,,4,4,5,1,,,1,,,,,,,,0,"Shroff, Tejas N","Zhu, Yan",,,,,tns190000,tejas shroff,Cybersecurity Fundamentals 
MIS,6346,5U1,,13,2,4,3,,,,,,,,,,,0,"El-Youssef, Rami","Tang, Ping",,,,,rxe200001,rami el youssef,Big Data 
MIS,6363,0U1,,16,14,3,3,1,1,,,,,,1,,,0,"Calisir, Engin","Xie, Si",,,,,exc030100,engin calisir,Cloud Computing Fundamentals 
MIS,6363,5U1,,17,10,3,1,1,,,,,,,,,,0,"Calisir, Engin","Xie, Si",,,,,exc030100,engin calisir,Cloud Computing Fundamentals 
MIS,6380,0U1,,13,1,10,1,1,1,2,,,,,,,,0,"Islam, Naser","Srivastava, Bhupesh K",,,,,nxi110630,naser islam,Data Visualization 
MIS,6380,5D1,,18,4,13,5,1,,3,,,,,,,,0,"Islam, Naser","Srivastava, Bhupesh K",,,,,nxi110630,naser islam,Data Visualization 
MIS,6382,5U1,,10,12,12,6,4,2,2,,,,,,,,0,"Neouchi, Rabih","Xie, Si",,,,,rxn200012,rabih neouchi,Object Oriented Programming in Python 
MKT,3300,0U1,6,3,2,6,2,1,1,,,,,,,,,2,"Jameei Osgouei, Ata",,,,,,axj174330,ata osgouei,Principles of Marketing 
MKT,3300,0W1,,7,11,12,8,7,2,1,,1,1,,,,,0,"Pahwa, Parneet","Kim, Seung Mok",,,,,pxp030100,parneet pahwa,Principles of Marketing 
MKT,3330,0U1,1,5,2,1,3,3,,,,,,,2,,,1,"Amirpour, Semiramis","Rai, Rahul",,,,,sxa130731,semiramis amirpour,Introduction to Professional Selling 
MKT,4330,0W1,1,8,7,5,3,2,2,,2,1,,2,2,,,0,"Edsel, Alexander D",,,,,,ade012000,alexander edsel,Digital and Internet Marketing 
MKT,4334,5U1,,6,2,1,10,,1,,,,,,,,,0,"Pacyna, Sandra",,,,,,sxp158130,sandra pacyna,Social Media Marketing 
MKT,4360,5U1,5,8,10,14,4,1,,,,,,,,,,0,"Farquharson, Neil",,,,,,nxf051000,neil farquharson,Social Marketing 
MKT,4395,5U1,2,11,,,,,,,,,,,,,,0,"Farquharson, Neil",,,,,,nxf051000,neil farquharson,Capstone Senior Project - Marketing 
MKT,6301,0W1,,13,9,8,15,9,5,2,,,,,3,,,0,"Pahwa, Parneet","Kim, Seung Mok",,,,,pxp030100,parneet pahwa,Marketing Management 
MKT,6301,CW1,,24,,,,,,,,,,,,,,0,"Munch, James",,,,,,,james munch,
MKT,6301,MBP,,5,3,11,5,2,,,,,,,1,,,0,"Rajaratnam, Daniel",,,,,,dxr143430,daniel rajaratnam,
MKT,6301,XU1,,10,8,1,,,,,,,,,,,,0,"Albrecht, Maria",,,,,,mxa180037,maria albrecht,
MKT,6309,0W1,,2,4,7,6,5,,,,,,,,,,0,"Rajaratnam, Daniel",,,,,,dxr143430,daniel rajaratnam,Marketing Data Analysis and Research 
MKT,6310,0W1,,4,3,5,5,3,4,,,,,,,,,0,"Biswas, Abhijit","Brahmbhatt, Kruti Nitin",,,,,axb019100,abhijit biswas,Consumer Behavior Science and Practice 
MKT,6321,0W1,,16,1,6,12,2,,,,,,,,,,1,"Edsel, Alexander D",,,,,,ade012000,alexander edsel,Interactive and Digital Marketing 
MKT,6332,0W1,,6,4,7,6,5,5,2,,,,,1,,,0,"Biswas, Abhijit",,,,,,axb019100,abhijit biswas,Advertising and Promotional Strategy 
MKT,6336,0W1,,3,4,3,1,1,,,,,,,,,,0,"Rao, Ram C","Choi, Eunsung",,,,,rrao,ram rao,Pricing Analytics 
MKT,6337,0W1,,4,2,3,3,3,1,2,,,,,,,,0,"Subramanian, Upender","Madan, Anmol","Roshangarzadeh, Reza",,,,uxs092000,upender subramanian,Predictive Analytics Using SAS 
MKT,6339,0W1,,7,5,4,7,1,,,,,,,,,,0,"Rajaratnam, Daniel",,,,,,dxr143430,daniel rajaratnam,Capstone Marketing Decision Making 
MKT,6352,0W1,,19,6,4,8,4,3,4,,,,,1,,,0,"Tirone, Guido",,,,,,gxt170001,guido tirone,Marketing Web Analytics and Insights 
MUSI,1306,051,15,12,,,,,,,,,,,,,,1,"Jones, Eric",,,,,,exj180003,eric jones,Understanding Music 
NSC,3361,0U1,1,3,2,1,3,1,4,1,3,1,,,2,,,0,"McWilliams, Steven P","Bryan, Caeley L",,,,,sxm127330,steven mcwilliams,Introduction to Neuroscience 
NSC,3361,0U2,2,2,2,,1,1,5,2,3,,,,,,,4,"Taylor, Anna M","Garner, Katherine M","Szabo-Pardi, Thomas A",,,,amt180004,anna taylor,Introduction to Neuroscience 
NSC,4351,0W1,4,20,5,,,,,,,,,,,,,0,"Shareef, Safiullah M",,,,,,sms170009,safiullah shareef,Medical Neuroscience 
NSC,4352,0U1,1,4,3,,1,4,,,,,,,,,,0,"Raboune, Siham","Rodriguez, Sierra R",,,,,sxr180071,siham raboune,Cellular Neuroscience 
NSC,4353,1U3,3,6,2,,1,1,,1,,,,,,,,0,"Raboune, Siham","Driskill, Christopher M",,,,,sxr180071,siham raboune,Neuroscience Laboratory Methods 
NSC,4366,0U1,3,3,2,3,1,2,2,,,,3,,3,,,2,"Taylor, Anna M","Hu, Ya-Yu",,,,,amt180004,anna taylor,Neuroanatomy 
NSC,4V90,0W1,5,11,5,3,7,3,,,1,,,,2,,,0,"Maqbool, Mohsin",,,,,,mxm210090,mohsin maqbool,Special Topics in Neuroscience 
OB,6249,CW1,,26,,,2,,,,,,,,,,,0,"Latham, Van M",,,,,,,van latham,
OB,6301,0W1,,35,9,6,9,3,2,2,,,,,2,,,0,"Hasenhuttl, Maria","Teschner, Ryan S",,,,,h1562,maria hasenhuttl,Organizational Behavior 
OB,6301,CH1,,24,,,,,,,,,,,,,,0,"Ferrante, Anne M",,,,,,,anne ferrante,
OB,6331,CW1,,10,,1,,,,,,,,,,,,0,"Hasenhuttl, Maria",,,,,,h1562,maria hasenhuttl,
OB,6332,0W1,,17,1,2,2,,,2,,,,,,,,1,"Ziegler, Laurie","Garg, Suyash",,,,,ziegler,laurie ziegler,Negotiation and Dispute Resolution 
OB,6332,0W2,,28,,,3,1,,,,,,,,,,2,"Ziegler, Laurie","Garg, Suyash",,,,,ziegler,laurie ziegler,Negotiation and Dispute Resolution 
OB,6334,CW1,,6,6,5,,,,,,,,,,,,0,"Latham, Van M",,,,,,,van latham,
OB,6344,CW1,,28,5,,,,,1,,,,,,,,0,"Norton, Larry",,,,,,,larry norton,
OB,6348,CW1,,28,1,1,1,,,2,,,,,,,,0,"Plaisance Bryan, Suzette T",,,,,,,suzette plaisance bryan,
OB,6351,CW1,,20,3,3,2,,,,,,,,,,,0,"Norton, Larry",,,,,,,larry norton,
OB,6352,CW1,,19,3,,2,,,,,,,,,,,0,"Norton, Larry",,,,,,,larry norton,
OB,6358,GW1,,11,,,1,,,,,,,,,,,0,"Thurgood, Keith L",,,,,,klt160130,keith thurgood,
OB,6367,GW1,,11,,1,,,,,,,,,,,,0,"Thurgood, Keith L",,,,,,klt160130,keith thurgood,
OB,6382,CW1,,35,,,,,,,,,,,,,,0,"Plaisance Bryan, Suzette T",,,,,,,suzette plaisance bryan,
OB,6384,CW1,,17,2,1,1,,,1,,,,,,,,0,"Honeycutt, James",,,,,,jxh190022,james honeycutt,
OBHR,3310,0U1,4,3,3,3,1,2,,,,,,,,,,0,"Guo, Nan",,,,,,nxg170006,nan guo,Organizational Behavior 
OBHR,3330,0U1,,6,7,5,6,3,,,3,,,,1,,,0,"Meda, Edward","Teschner, Ryan S",,,,,exm150330,edward meda,Introduction to Human Resource Management 
OBHR,4300,0W1,38,12,,,,,,,,,,,,,,0,"Edgington, Kyle D",,,,,,kde081000,kyle edgington,Management of Non-Profit Organizations 
OPRE,3310,0U1,,5,,3,4,,3,4,,,,,,,,1,"Subramoniam, Ramesh","Wei, Jiarui",,,,,rxs179630,ramesh subramoniam,Operations Management 
OPRE,3310,0U2,5,7,3,3,3,2,,1,,,,,1,,,0,"Armaghan, Milad",,,,,,mxa135230,armaghan milad,Operations Management 
OPRE,3310,5U1,6,5,3,4,1,2,6,2,,1,1,,3,,,1,"Rout, Arun Kumar",,,,,,axr180006,,Operations Management 
OPRE,3333,0W1,6,16,10,3,7,2,,2,,1,2,,1,,,0,"Alimirzaei, Athena","Qu, Zihao",,,,,axa134231,athena alimirzaei,Quantitative Business Analysis 
OPRE,3333,5U1,14,3,2,2,2,,1,2,1,,3,,4,,,2,"Ahadi, Khatereh","Chen, Qiuxia",,,,,kxa180010,khatereh ahadi,Quantitative Business Analysis 
OPRE,3360,0W1,14,11,7,4,8,2,4,2,2,,1,,1,,,2,"Ahadi, Khatereh","Chen, Qiuxia",,,,,kxa180010,khatereh ahadi,Managerial Methods in Decision Making Under Uncertainty 
OPRE,3360,5U1,1,6,3,3,1,5,1,1,1,,,,,,,0,"Manchiraju, Chandrasekhar Seetharama",,,,,,cxm172630,chandrasekhar seetharama manchiraju,Managerial Methods in Decision Making Under Uncertainty 
OPRE,6301,0W1,,18,7,3,17,3,3,3,,,,,3,,,0,"Leach, Sonia E","Takasi, Venkanna Dora Goutham",,,,,sel120030,sonia leach,Statistics and Data Analysis 
OPRE,6301,CH1,,21,3,3,1,1,,,,,,,,,,0,"Kim, Dohyeong",,,,,,dxk132530,dohyeong kim,
OPRE,6302,0W1,,16,13,17,9,1,,,,,,,,,,1,"Dawande, Milind","Takasi, Venkanna Dora Goutham",,,,,milind,milind dawande,Operations Management 
OPRE,6302,AW6,,13,6,,2,1,,,,,,,,,,2,"Leach, Sonia E",,,,,,sel120030,sonia leach,
OPRE,6302,MBP,,10,7,7,2,,,,,,,,1,,,0,"Subramoniam, Ramesh","Wei, Jiarui",,,,,rxs179630,ramesh subramoniam,
OPRE,6332,5U1,,18,8,10,4,3,1,4,,,,,2,,,0,"Ramanathan, Kannan","Wei, Jiarui",,,,,kxr087000,kannan ramanathan,Spreadsheet Modeling and Analytics 
OPRE,6364,PW1,,5,5,1,,,,,,,,,,,,0,"Rajamani, Divakar",,,,,,dxr020100,divakar rajamani,
OPRE,6379,PW1,,5,4,1,,,,,,,,,,,,0,"Rajamani, Divakar","Raschke, Curt",,,,,dxr020100,divakar rajamani,
OPRE,6390,0W1,,22,,,7,,,3,,,,,,,,0,"Thompson, Luell O",,,,,,lot013000,luell thompson,Enterprise Resource Planning with SAP 
OPRE,6398,0W2,,9,,,1,,1,,,,,,,,,0,"Alimirzaei, Athena","Qu, Zihao",,,,,axa134231,athena alimirzaei,Prescriptive Analytics 
OPRE,6398,5U1,,3,1,6,,,,,,,,,,,,0,"Sethi, Awanti",,,,,,asethi,awanti sethi,Prescriptive Analytics 
OPRE,6399,0W1,,9,2,1,,,,,,,,,,,,0,"Menon, Syam","Luo, Ning",,,,,sxm021300,syam menon,Business Analytics With SAS 
PA,3333,0W1,11,12,13,2,,1,,,,,,,1,,,0,"Rafi, Ahmed",,,,,,axr200020,ahmed rafi,Human Resources Management  Leading a Diverse Workforce 
PA,4355,0U1,7,2,,,1,1,,,,,,,,,,0,"Hoang, Thanh T",,,,,,tth180005,thanh hoang,Managing Nonprofit Organizations 
PA,6321,0E1,,13,,,,,,,,,,,,,,0,"Benavides, Teodoro J",,,,,,tjb051000,teodoro benavides,Government Financial Management and Budgeting 
PA,6321,0U1,,17,,,,,,,,,,,,,,1,"Benavides, Teodoro J",,,,,,tjb051000,teodoro benavides,Government Financial Management and Budgeting 
PA,6369,0W1,,11,5,,1,2,,,,,,,,,,3,"Stocks, Dhriti P",,,,,,dpp130130,,Grant Writing and Management 
PA,8330,HN1,,33,,1,2,,,,,,,,1,,,0,"Shute, William H","Chin, Michelle L",,,,,whs170030,,Inside Washington  Policymaking from the Ground Up 
PHIL,1301,0W1,,47,,5,53,,2,11,,,7,,4,,,1,"Amato, Lawrence A","Meyer, Zachary M","Tijani, Kehinde O",,,,laa062000,lawrence amato,Introduction to Philosophy 
PHIL,3328,0W1,,,3,,,,2,1,1,,1,1,,,,1,"Dennis, Patrick W",,,,,,pdennis,patrick dennis,History and Philosophy of Science and Medicine 
PHYS,1301,0U1,5,2,3,1,4,,,,,,,,,,,4,"Khan, Amena","Jafarzadeh, Seyed Javad","Ruwali, Shisir",,,,axk140130,amena khan,College Physics I 
PHYS,1302,0W1,2,8,2,3,4,1,3,,1,1,,,,,,1,"Sun, Kuei","Bhattacharjee, Koustubh",,,,,kxs147030,kuei sun,College Physics II 
PHYS,2125,1U1,3,10,1,1,1,1,,,,,,1,1,,,0,"Sun, Kuei","Ali, Akbar",,,,,kxs147030,kuei sun,Physics Laboratory I 
PHYS,2125,1U2,1,10,,1,,,,,,,,,,,,2,"Sun, Kuei","Bera, Avijit",,,,,kxs147030,kuei sun,Physics Laboratory I 
PHYS,2125,1U3,1,11,2,,,,,,,,,,,,,0,"Sun, Kuei","Gogoi, Antareep","Bhandari, Bishal","Gibbons, Stasio M",,,kxs147030,kuei sun,Physics Laboratory I 
PHYS,2126,1U1,9,1,1,,,,,,,,,,,,,1,"Macalevey, Paul J","Patra, Rittik",,,,,paulmac,paul macalevey,Physics Laboratory II 
PHYS,2126,1U4,22,1,,1,,1,,,,,,,,,,0,"Macalevey, Paul J","Shrestha, Samyak",,,,,paulmac,paul macalevey,Physics Laboratory II 
PHYS,2126,1U5,9,,1,,,,1,,,,,,,,,0,"Macalevey, Paul J","Khan, Junaid Saif",,,,,paulmac,paul macalevey,Physics Laboratory II 
PHYS,2325,0U1,6,6,3,2,1,2,1,1,1,1,1,,1,,,0,"Ishak-Boushaki, Mustapha","Sooriyaarachchi, Vinu K","Mitchell, George A",,,,mxi054000,mustapha ishak boushaki,Mechanics 
PHYS,2325,0U2,1,6,,1,1,1,,1,1,,,,2,,,1,"Slinker, Jason D","Seifi, Melodee O","Ameh, Emmanuel O",,,,jds107020,jason slinker,Mechanics 
PHYS,2326,0U1,,6,7,9,7,2,4,,2,,1,,1,,,0,"Gartstein, Yuri","Aker, Adam","Dowarah, Sasanka",,,,yxg037000,yuri gartstein,Electromagnetism and Waves 
PPOL,4312,0S1,3,9,,,,,,,,,,,,,,0,"Boots, Denise P",,,,,,dpb062000,denise boots,Death Penalty  the Law and Public Policy  - Death Penalty Law Public Plcy (3 Semester Credit Hours)
PPPE,7V26,0U1,,15,1,,,,,,,,,,,,,0,"Elliott, Euel W",,,,,,eelliott,euel elliott,Policy Research Workshop in Institutions and Processes  (3 Semester Credit Hours)
PSY,2301,0W1,,16,16,14,8,10,4,3,4,1,1,5,5,,,1,"Brody, Salena M","Li, Yue",,,,,smb051000,salena brody,Introduction to Psychology 
PSY,2317,0U1,,1,,,2,2,2,,,,,,2,,,4,"Batchalli Maruthy, Gayathri","Zhang, Ziwei",,,,,gxb150930,,Statistics for Psychology 
PSY,3310,0U1,1,5,5,2,2,7,2,4,,,,,,,,2,"Heinrich, Melissa D","Hafiz, Mariam",,,,,mdh190005,melissa heinrich,Child Development 
PSY,3331,0U1,,17,9,,4,4,1,3,1,,,,3,,,8,"Huxtable-Jester, Karen J","Lilly, Lauren H",,,,,kxh014900,karen huxtable jester,Social Psychology 
PSY,3342,5U1,2,4,4,1,1,2,,3,,,,,1,,,0,"Bonner, Deborah L","Padilla Cardoso, Mayra A",,,,,dbonner,deborah bonner,Exceptional Children 
PSY,3361,0W1,40,11,11,6,8,4,4,,1,,1,,1,,,1,"Hooge, Kimberley O",,,,,,koh170030,kimberley orsten hooge,Cognitive Psychology 
PSY,3392,0U1,2,5,1,4,,2,,,,,1,,2,,,0,"Holmes, Melanie C","Nguyen, Linh Thi D",,,,,mch180005,,Research Design and Analysis 
PSY,3393,0U1,,7,6,2,1,1,,1,,,,,,,,0,"Jones, Desiree","Monroe, Anthony J",,,,,dxj170004,,Experimental Projects in Psychology 
PSY,3393,0W1,2,4,8,3,2,1,,1,1,,1,,,,,0,"Shirvani, Forouz","Sudheesh, Athul",,,,,fxk024000,forouz shirvani,Experimental Projects in Psychology 
PSY,4331,0U1,6,9,7,2,11,5,5,4,,,1,1,,,,0,"Poucher, Jesse W","Heard, Matthew J",,,,,jwp082000,jesse poucher,Personality 
PSY,4343,0W1,19,36,14,8,7,3,1,4,,,,,2,,,0,"Ybarra, Regina K","Hsieh, Uan-Luen",,,,,rky190000,regina ybarra,Abnormal Psychology 
PSY,4343,0W2,5,10,9,6,8,2,1,2,,1,3,,1,,,2,"Ybarra, Regina K","Hsieh, Uan-Luen",,,,,rky190000,regina ybarra,Abnormal Psychology 
PSY,4346,0U1,7,9,7,4,,1,1,3,3,,,,2,,,3,"Wilder, Siri","Platt, Kristen N",,,,,sxw180033,siri wilder,Human Sexuality 
PSY,4V90,0U1,,15,,,,,,,,,,,,,,0,"De Froy, Adrienne M",,,,,,amg026000,adrienne de froy,Special Topics in Psychology 
PSY,4V90,0W1,,23,1,1,,,3,,1,,1,1,,,,1,"Brody, Salena M","De La Cerda, Callie B",,,,,smb051000,salena brody,Special Topics in Psychology 
REAL,3365,0W1,,1,2,2,3,3,,,1,,,,,,,0,"DeCourcy, George A",,,,,,gad075000,george decourcy,Real Estate Finance and Principles 
REAL,6321,5H1,,1,1,,2,,,3,,,,,2,,,2,"Guttery, Randall",,,,,,rxg112530,randall guttery,Introduction to Real Estate 
REAL,6322,0W1,,4,2,2,6,2,,,,,,,,,,0,"DeCourcy, George A",,,,,,gad075000,george decourcy,Real Estate Finance and Investment 
RHET,1302,051,1,7,3,,,,1,1,,1,,1,,,,0,"Cook, Brandy S",,,,,,bds170530,,Rhetoric 
RHET,1302,052,7,4,4,,,1,,,1,,,,1,,,0,"Walker, Jason A",,,,,,jaw140030,jason walker,Rhetoric 
RHET,1302,091,,1,4,1,3,2,,1,,1,,,1,,,0,"Cox, Gavin L",,,,,,glc016100,gavin cox,Rhetoric 
RHET,1302,0S1,3,4,3,1,1,,,,,,,,,,,0,"Hill, Justin T",,,,,,jth190008,justin hill,
SE,3306,0W1,3,3,,2,,2,,,,,,,,,,0,"Farage, Timothy P","Song, Zihe",,,,,tfarage,timothy farage,Mathematical Foundations of Software Engineering 
SE,4381,0U1,,3,4,3,3,7,3,3,2,,,,,,,0,"Paulk, Mark C","Nguyen, Son V",,,,,mcp130030,mark paulk,Software Project Planning and Management 
SOC,1301,0W1,33,10,1,,1,2,,1,,,,,,,,0,"Dickey-Laprocido, Galen L",,,,,,gld190001,galen dickey laprocido,Introduction to Sociology 
SOC,2320,0S1,13,4,,,,,,,,,,,,,,0,"Lanham, Carol C","Scotch, Richard","Dore, Gaetan",,,,scotch,richard scotch,Contemporary Social Issues 
SPAU,3340,0U1,1,7,,,2,,,1,,,,,,,,0,"Aldridge, Michelle A","Vu, Katrina D",,,,,aldridge,michelle aldridge,Articulation Disorders 
SPAU,3343,0U1,3,4,2,1,,,,2,,1,,,1,,,0,"Mehta, Sonya","Thomas, Abbey L",,,,,sxm053100,sonya mehta,Phonetics and Phonology 
STAT,1342,0U1,1,1,1,,1,2,1,1,1,,,,1,,,1,"Koshevnik, Yuly","Shuvo, Farabi R",,,,,yxk055000,yuly koshevnik,Statistical Decision Making 
STAT,2332,0U1,10,2,1,1,2,,2,1,1,,,,1,,,0,"Whalen, Tristan G",,,,,,tgw100020,tristan whalen,Introductory Statistics for Life Sciences 
STAT,4351,0U1,4,5,2,,3,1,,,,,,3,1,,,0,"Koshevnik, Yuly","Rahman, Nusma","Nguyen, Mylinh T",,,,yxk055000,yuly koshevnik,Probability 
SYSM,6325,SU1,,12,1,2,,,,,,,,,,,,0,"Koganti, Ramakrishna",,,,,,rxk190037,ramakrishna koganti,
